industry,business name,address,external link,phone number,additional_info,emails,business hours,bullets-container,teaser
Retail,Walmart Supercenter,"43 Stephenville St Massena, NY 13662",,(315) 769-1072,"Pet Stores, Discover Accepted, Grills, Fitness Equipment, Video Games, American Express Accepted, Garden Centers, Grocery Stores, Small Appliances, Discount Stores, Furniture, Cosmetics, Wedding Party Gifts, Children's Clothing, ATM, Visa Accepted, Paint, Wholesale Baby Accessories, Bedding, Vanities, Home Furnishings, Music CDs & Tapes, Clothing, Women's Clothing, Mastercard Accepted, Kitchen Utensils, Baby Gear, Diners Club Accepted, Men's Clothing, Consumer Electronics, Craft Supplies, Video Tape Manufacturers, Shopping, Department Stores, Toys",[],Business Hours: Daily 24 Hours,,
Retail,Talbots General Offices,"1700 Broadway Ste 8 New York, NY 10019",,(212) 841-1900,"Shopping, Mastercard Accepted, Clothing, Fashion Designers, Visa Accepted, Department Stores, Management Services, Sleepwear, Churches, Women's Clothing",[],,,
Retail,Target,"999 Corporate Dr Westbury, NY 11590",,(516) 222-1003,"Pet Stores, Department Stores, Small Appliances, Sleepwear, ATM, Fitness Equipment, Consumer Electronics, Vanities, Grocery Stores, Debit Card Accepted, Clothing, American Express Accepted, Discover Accepted, Music CDs & Tapes, Visa Accepted, Hitachi, Wholesale Baby Accessories, Wedding Party Gifts, Kitchen Utensils, Video Games, Mastercard Accepted, Cosmetics, Video Tape Manufacturers, Children's Clothing, Home Furnishings, Bedding, Toys, Car Alarms, Shopping, Pharmacies, Furniture, Baby Gear, DVDs",[],"Business Hours: Fri-Sat 7am-11:55pm, Sun-Thu 8am-11:55pm",,
Retail,Walmart Supercenter,"24 Quaker Rdg Queensbury, NY 12804",,(518) 746-4155,"Shopping, Toys, Home Furnishings, Men's Clothing, Pharmacies, Paint, Visa Accepted, Small Appliances, Furniture, Food Stores, Craft Supplies, Grocery Stores, Music CDs & Tapes, Toyo, Sleepwear, Baby Gear, Video Games, DVDs, Consumer Electronics, Department Stores, Wholesale Baby Accessories, Yokohama, Discover Accepted, Mastercard Accepted, Grills, Wedding Party Gifts, Fitness Equipment, Garden Centers, Pet Stores, Discount Stores, ATM, Vanities, Clothing, Video Tape Manufacturers, Children's Clothing, Women's Clothing, Tires, Continental, Bedding, Cosmetics, American Express Accepted, Kitchen Utensils, Diners Club Accepted",[],Business Hours: Daily 24 Hours,,
Retail,Walmart Supercenter,"317 S Cascade Dr Springville, NY 14141",,(716) 592-1460,"Mastercard Accepted, Cosmetics, Grills, Children's Clothing, Furniture, Paint, Craft Supplies, Video Games, Music CDs & Tapes, Consumer Electronics, Small Appliances, Air Fresheners, Home Furnishings, Shopping, Diners Club Accepted, Video Tape Manufacturers, Glue, Baby Gear, Grocery Stores, Variety Stores, American Express Accepted, ATM, Department Stores, Discover Accepted, Wedding Party Gifts, Garden Centers, Vanities, Kitchen Utensils, General Merchandise Stores, Women's Clothing, Clothing, Men's Clothing, Soap, Wholesale Baby Accessories, Toys, Bedding, Pet Stores, Deordorant, Discount Stores, Visa Accepted, Fitness Equipment",[],Business Hours: Daily 24 Hours,,
Retail,Sears,"800 Sunrise Mall Massapequa, NY 11758",,(516) 797-2400,"Hitachi, Refrigerator Repair, Electric Equipment & Supplies, Department Stores, Major Appliance Repair, Shoes, Picture Frame Repair, Lawn Mowers, Home Furnishings, Lawn & Garden Equipment Manufacturers, Hardware, Household Appliances, Tools, Generators, Fitness Equipment, Washers & Dryers, Tractor Repair, Household Appliance Manufacturers, Dishwasher Repair, Grills, Repair Shops, Shopping, Clothing Accessories, Sleepwear, Consumer Electronics, Clothing, Women's Clothing, Major Appliances, Small Appliance Repair, Furniture, Lawn & Garden, Crowd Control, Car Alarms",[],"Business Hours: Mon-Sat 10am-9:30pm, Sun 11am-7pm",,
Retail,Talbots,"5501 Main St Ste 1 Williamsville, NY 14221",,(716) 633-2824,"Mastercard Accepted, Clothing, Sleepwear, Visa Accepted, Women's Clothing, Department Stores, Shopping",[],"Business Hours: Sun 12pm-6pm, Mon-Sat 10am-6pm",,
Retail,Target,"21800 Towne Center Dr Watertown, NY 13601",,(315) 786-2540,"Wedding Party Gifts, Shopping, Bedding, American Express Accepted, Grocery Stores, Toys, Debit Card Accepted, Wholesale Baby Accessories, Mastercard Accepted, Music CDs & Tapes, Kitchen Utensils, Vanities, Department Stores, Baby Gear, Sleepwear, Small Appliances, Consumer Electronics, Discover Accepted, Home Furnishings, DVDs, Video Games, Pet Stores, Video Tape Manufacturers, Visa Accepted, Pharmacies, Clothing, Cosmetics, Children's Clothing, Discount Stores, Car Alarms, Furniture, Fitness Equipment, ATM, Hitachi",[],"Business Hours: Fri-Sat 8am-11pm, Sun-Thu 8am-10pm",,
Retail,Walmart Supercenter,"2 Gannett Dr Johnson City, NY 13790",,(607) 240-5040,"Grocery Stores, Shopping, Department Stores, Women's Clothing, Kitchen Utensils, Wholesale Baby Accessories, Discover Accepted, Paint, Men's Clothing, Wedding Party Gifts, DVDs, Visa Accepted, Vanities, Craft Supplies, Discount Stores, Music CDs & Tapes, Consumer Electronics, Diners Club Accepted, Furniture, Small Appliances, Grills, Fitness Equipment, Mastercard Accepted, Children's Clothing, Home Furnishings, ATM, Cosmetics, American Express Accepted, Bedding, Baby Gear, Toys, Pet Stores, Garden Centers, Video Games, Video Tape Manufacturers, Clothing",[],Business Hours: Daily 6am-1am,,
Retail,Kmart,"121 Bolivar Rd Wellsville, NY 14895",,(585) 593-0030,"Department Stores, Outdoor Furniture, Shopping, Pharmacies, Women's Clothing, Home Furnishings, Shop Online, Consumer Electronics, Grills, Hitachi, Household Appliances, Clothing, Sporting Goods, Toys, Bedding, Visa Accepted, Air Fresheners, Baby Gear, Sports & Recreation, General Merchandise Stores, Sleepwear, Discount Stores, Discover Accepted, Soap, Shoes, American Express Accepted, Glue, Children's Clothing, Car Alarms, Toy & Game Sales, Mastercard Accepted, Lawn Mowers, Deordorant, Tools",[],"Business Hours: Sun-Thu 9am-9pm, Fri-Sat 8am-9pm",,
Retail,Kmart,"250 W 34th St New York, NY 10119",,(212) 760-1188,"Tools, Mastercard Accepted, Discount Stores, Deordorant, Car Alarms, Lawn Mowers, Soap, Department Stores, Glue, Household Appliances, Hitachi, Sporting Goods, Consumer Electronics, Shoes, Children's Clothing, Bedding, Vanities, Sleepwear, Toys, Toy & Game Sales, Outdoor Furniture, Sports & Recreation, Furniture, Women's Clothing, American Express Accepted, Air Fresheners, Clothing, Shop Online, Grills, Discover Accepted, General Merchandise Stores, Shopping, Home Furnishings, Baby Gear, Visa Accepted",[],"Business Hours: Sun 8am-10pm, Mon-Fri 6:30am-11pm, Sat 7am-11pm",,
Retail,Brownstone,"24 E 125th St Frnt A New York, NY 10035",,(212) 996-7980,"Mastercard Accepted, Discover Accepted, Clothing, Visa Accepted, Debit Card Accepted, General Merchandise Stores, Shopping, Women's Clothing, American Express Accepted, Sleepwear",[],"Business Hours: Sun 1pm-6pm, Wed-Sat 11am-7:30pm",,
Retail,Talbots,"4777 Vestal Pkwy E Ste 1 Vestal, NY 13850",,(607) 772-9336,"Mastercard Accepted, Department Stores, Women's Clothing, Sleepwear, Visa Accepted, Clothing, Shopping",[],"Business Hours: Sun 12pm-5pm, Mon-Sat 10am-6pm",,
Retail,Sears,"10 Miracle Mile Dr Rochester, NY 14623",,(585) 475-8255,"American Express Accepted, Fashion Jewelry, Tools, Sleepwear, Major Appliances, Clothing Accessories, Lawn & Garden Equipment Manufacturers, Lawn & Garden, Lawn Mowers, Shopping, Fitness Equipment, Hitachi, Jewelry, Hardware, Discover Accepted, Furniture, Tools, Mattresses, Sporting Goods, Consumer Electronics, Women's Clothing, Shoes, Household Appliances, Clothing, Optical Goods, Grills, Department Stores, Crowd Control, Visa Accepted, Car Alarms, Generators, Mastercard Accepted, Home Furnishings",[],"Business Hours: Mon-Sat 10am-9pm, Sun 11am-6pm",,
Retail,Old Hollywood,"250 Broome St New York, NY 10002",,(646) 454-0166,"Music CDs & Tapes, Clothing, Gifts & Novelties, Shop Online, Women's Clothing, Sleepwear, Shopping",[],Business Hours: Monday - Saturday 12 to 8pm Sundays 12 - 7pm,,
Retail,Stride Rite,"125 Westchester Ave Ste 3760 White Plains, NY 10601",,(914) 686-3584,"Childrens Shoes, Shoes, Mastercard Accepted, Shopping, Visa Accepted",[],,,
Retail,Quality Barbers,"164 E 88th St New York, NY 10128",,(646) 450-7030,"Barbers, Shopping",[],"Business Hours: Sun 11am-7pm, Mon-Sat 10am-8pm",,
Retail,Duplication Specialists Inc,"843 Merrick Rd Baldwin, NY 11510",,(516) 867-7300,"Film Editing, Motion Picture Industry, Audio-Visual Production, CD Manufacturers, Shopping, Business Services, Auto Wreckers, Music CDs & Tapes, Media Related Services",[],Business Hours: Mon-Fri: 09:00 PM-05:00 PM,,
Retail,Leisure Time Spring Water,"25 S Pine St Kingston, NY 12401",,(845) 331-0504,"Shopping, Grocery Stores, Drinking Water",[],"Business Hours: Mon-Fri 8:30am-4:30pm, Sat 9am-1pm",,
Retail,Radio Shack,"642 Columbus Ave Thornwood, NY 10594",,(914) 741-6034,"Stereos, Car Alarms, Computer Equipment Manufacturers, Hitachi, TVs and Radios, Wholesale Data Processing Equipment, Radio Shack, Computer Hardware, Tool & Equipment Rental, Video Equipment, Cell Phones, Discover Accepted, Shopping, Consumer Electronics, Phone Equipment, VCRs, Visa Accepted, American Express Accepted, Data Processing Equipment Manufacturers, Mastercard Accepted",[],Business Hours: Mon-Sat 9 am - 9 pm Sunday 10 am - 7 pm,,
Retail,Best Buy,"369 Gateway Dr Brooklyn, NY 11239",,(877) 211-9810,"Electronics Sales, Video Tape Manufacturers, Cell Phone Service, Computer Equipment Manufacturers, Video Games, Consumer Electronics, Computer Hardware, DVDs, Car Stereos, Wholesale Electronic Equipment, Music CDs & Tapes, Consumer Electronics Repair, Office Furniture Manufacturers, Hitachi, Phone Equipment, Car Alarms, Major Appliances, TVs and Radios, Shopping, Wholesale Office Furniture",[],"Business Hours: Sun 11am-8pm, Mon-Thu 10am-9pm, Fri-Sat 10am-10pm",,
Retail,Best Buy,"578 E Main St Little Falls, NY 13365",,(315) 823-0861,"Computer Hardware, Video Games, Discover Accepted, Mastercard Accepted, Consumer Electronics, Hitachi, Major Appliances, Shopping, Wholesale Office Furniture, Office Furniture Manufacturers, Computer Equipment Manufacturers, American Express Accepted, Video Tape Manufacturers, Major Appliance Repair, TVs and Radios, Music CDs & Tapes, Phone Equipment, Electronics Sales, Visa Accepted, Cell Phone Service, Car Alarms, Car Stereos",[],Business Hours: Sat 10am-10pm,,
Retail,Patricio Records,"12 S Ocean Ave Patchogue, NY 11772",,(631) 475-2878,"Music CDs & Tapes, Shopping",[],"Business Hours: Daily, 11am - 9pm",,
Retail,Pocoloco,"4807 5th Ave Brooklyn, NY 11220",,(718) 871-0012,"Music CDs & Tapes, Shopping",[],,,
Retail,On Time Coffee,"750 Chestnut Ridge Rd Ste 5 Spring Valley, NY 10977",,(845) 356-8900,"Coffee, Shopping, Coffee & Tea Manufacturers",[],,,
Retail,Peacock Music,"170 The Ninety Rd Morrisonville, NY 12962",,(518) 561-0555,"Musical Entertainers, Music CDs & Tapes, Shopping, Arts & Entertainment",[],,,
Retail,Carmen Multi-Svc,"243 S 4th St Brooklyn, NY 11211",,(718) 384-2734,"Entertainers, Music CDs & Tapes, Shopping",[],,,
Retail,Macy's Backstage,"100 Main St Stop 1 White Plains, NY 10601",,(914) 946-5015,"Women's Clothing, Men's Clothing, Mastercard Accepted, Children's Clothing, Shoes, Shopping, Visa Accepted, General Merchandise Stores, Discount Stores, American Express Accepted, Department Stores, Factory Outlets, Shop Online",[],"Business Hours: Sun 11am-7pm, Mon-Thu 10am-9pm, Fri 8am-10pm, Sat 8am-11pm",,
Retail,Gold Rush Refiners,"1805 Forest Ave Staten Island, NY 10303",,(718) 556-2274,"Necklaces, Music CDs & Tapes, Jewelry, Wholesale Jewelry Buyers, Pawn Shops, Shopping, General Merchandise Stores, Discount Stores",[],"Business Hours: Sun-Thu 9:30am-7:30pm, Fri 9:30am-6:30pm",,
Retail,Suncare Pharmacy,"533 E 7th St Brooklyn, NY 11218",,(718) 282-9200,"Shopping, Pharmacies, Music CDs & Tapes",[],,,
Retail,Sears Carpet Cleaning & Air Duct Cleaning,"624 Gilmore Rd Brockport, NY 14420",,(585) 395-9280,"Air Duct Cleaning, Building Maintenance, Fire Damage Restoration, Shopping, House Cleaning, Heating Contractors, Auto Detailing, Carpet & Rug Cleaners, Rug Doctor, Water Damage Repair, Wholesale Filters, Ventilation Contractors, Janitors, Upholstery Cleaners",[],"Business Hours: Sat 7am-6pm, Mon-Fri 7am-7pm",,
Retail,African Record Ctr Ltd,"1194 Nostrand Ave Brooklyn, NY 11225",,(718) 493-4500,"Shopping, Music CDs & Tapes",[],,,
Retail,Musicrama Distribution,"59 W 19th St Rm 6B New York, NY 10011",,(212) 627-2907,"Music CDs & Tapes, Wholesale Distribution Centers, Shopping, Advertising",[],,,
Retail,Sears Hardware Store,"600 Wellwood Ave Lindenhurst, NY 11757",,(631) 957-7210,"Shopping, Hardware, Lawn Mowers",[],,,
Retail,Best Buy,"622 Broadway Frnt 1 New York, NY 10012",,(212) 673-4067,"Car Stereos, Consumer Electronics, Visa Accepted, Phone Equipment, TVs and Radios, Shopping, Office Furniture Manufacturers, Mastercard Accepted, Wholesale Office Furniture, Discover Accepted, Car Alarms, Hitachi, Video Tape Manufacturers, Computer Equipment Manufacturers, American Express Accepted, Major Appliances, Computer Hardware, Cell Phone Service, Music CDs & Tapes, Video Games",[],"Business Hours: Sun 11am-7pm, Mon-Thu 10am-9pm, Fri-Sat 10am-10pm",,
Retail,Goaler One Athletics,"247 Imperial Cir Rochester, NY 14617",,(585) 581-5580,"Music CDs & Tapes, Fitness Activities, Exercise Programs, Sports & Recreation, Recreation, Shopping, Sports & Recreation Instruction, Recreation Facilities",[],,,
Retail,Pet Store Supplies Delivery NY,"140 Plymouth St Brooklyn, NY 11201",,(646) 200-5939,"Pet Shampoo, Pet Stores, Shopping, Grooming Tools",[],,,
Retail,Bloomingdale's,"1440 Broadway Frnt 7 New York, NY 10018",,(212) 224-7721,"Shop Online, Drapery Cleaning, Department Stores, Carpet & Rug Cleaners, Rug Doctor, Shopping",[],,,
Retail,Jazz Record Ctr,"236 W 26th St Rm 804 New York, NY 10001",,(212) 675-4480,"Shopping, Bookstores, Music CDs & Tapes, Shop Online",[],Business Hours: Daily 10am-6pm,,
Retail,Fromark Inc,"20 W 20th St Ste 306 New York, NY 10011",,(212) 633-3042,"Office Furniture, Shopping, Unclassified, Interior Decoration & Design, Wholesale Office Furniture, Government Contractors, Office Furniture Manufacturers",[],Business Hours: Mon. - Fri. 9am - 5pm;Sat. - Sun. CLOSED,,
Retail,Radio Shack,"9 Broadway Frnt 1 New York, NY 10004",,(212) 482-8138,"Cell Phones, VCRs, Computer Hardware, Discover Accepted, Computer Equipment Manufacturers, Radiotelephone Communications, TVs and Radios, Stereos, Phone Equipment, Hitachi, Visa Accepted, Consumer Electronics, Wholesale Data Processing Equipment, Shopping, Car Alarms, Video Equipment, Radio Shack, American Express Accepted, Mastercard Accepted",[],Business Hours: Mon-Sat 9 am - 9 pm Sunday 10 am - 7 pm,,
Retail,Sears,"55 N Main St Hornell, NY 14843",,(607) 324-4162,Shopping,[],,,
Retail,Elvio Record Store,"105 E 167th St Bronx, NY 10452",,(646) 463-8312,"Music CDs & Tapes, Shopping",[],,,
Retail,"Josefs Art Woodturning & Son, Inc","71 Sewell St Hempstead, NY 11550",,(516) 489-3080,"Soap, Building Designers, Home Remodeling Contractors, Furniture, Custom Furniture, Other Wood Product Manufacturers, Air Fresheners, Wood Finishing, General Merchandise Stores, Glue, Deordorant, Cabinet Installation, Vanities, Home & Garden, Woodwork, Shopping, Wood Turning, Crafts & Hobbies",[],,,
,,,,,"Shopping, Music CDs & Tapes",[],,,
Retail,Profile Records Inc,"77 Chambers St New York, NY 10007",,(212) 529-2600,"Music CDs & Tapes, Shopping, General Merchandise Stores",[],,,
Retail,V P Records Distributors Inc,"8905 138th St Jamaica, NY 11435",,(718) 291-7058,"Music CDs & Tapes, Shopping",[],,,
Retail,Sur La Table,"167 Market St Yonkers, NY 10710",,(914) 652-9643,"Vanities, Shopping, Kitchen Utensils, Furniture",[],"Business Hours: Sun 11am-7pm, Mon 9am-6:30pm, Tue-Sat 10am-9:30pm",,
Retail,Sears,"3521 Seneca St West Seneca, NY 14224",,(716) 674-3914,Shopping,[],,,
Retail,Best Buy,"9090 Destiny USA Dr Syracuse, NY 13204",,(315) 426-1588,"Electronics Sales, Shopping",[],,,
Retail,P S Classics,"39 Ellison Ave Bronxville, NY 10708",,(914) 779-1646,"Shopping, Music CDs & Tapes",[],,,
Retail,Uncle Charlies Products Inc,"189 East Ave Akron, NY 14001",,(716) 542-2773,"Coffee & Tea Manufacturers, Coffee, Shopping",[],,,
,,,,,"Shop Online, Visa Accepted, American Express Accepted, Mastercard Accepted, Department Stores, Shopping, Discover Accepted, Furniture",[],,,
Retail,Fat Beats Inc,"110 Bridge St Ste 3 Brooklyn, NY 11201",,(718) 875-8191,"Shop Online, Music CDs & Tapes, Shopping, Crop Maintenance",[],,,
Retail,Fye,"G203 Walden Galleria Cheektowaga, NY 14225",,(716) 685-0090,"Music CDs & Tapes, Shopping",[],,,
Retail,Macy's Backstage,"13650 Roosevelt Ave Flushing, NY 11354",,(718) 358-9000,"Visa Accepted, Department Stores, Shop Online, Mastercard Accepted, Discount Stores, Shopping",[],,,
Retail,Five Star Recording,"1401 E 233rd St Bronx, NY 10466",,(347) 697-7355,"Shopping, Recording Studios, Music CDs & Tapes",[],"Business Hours: Mon-Wed 10am-10pm, Fri 10am-10pm, Thu 11am-10pm, Sat 11am-11pm",,
Retail,Macy's,"700 Lee Blvd Yorktown Heights, NY 10598",,(914) 962-9100,"Shopping, Visa Accepted, Shoes, Women's Clothing, Department Stores, Mastercard Accepted, Children's Clothing, Men's Clothing, Shop Online",[],"Business Hours: Sun 11am-6pm, Mon-Wed 10am-9pm, Thu-Sat 10am-9:30pm",,
Retail,Sears Garage Door Installation & Repair,"276 Roxbury Rd S Garden City, NY 11530",,(516) 433-3231,"Garage Builders, Wholesale Garage Cabinets, Automotive Repair, Shopping, Garage Doors, Garage Door Repair",[],"Business Hours: Sat 7am-6pm, Mon-Fri 7am-7pm",,
Retail,Just Kids Gifts,"42 Violet Rd Rocky Point, NY 11778",,(631) 237-1275,"Bookstores, Shopping, Shop Online",[],Business Hours: Monday-Friday 8 am - 6 pm. Website: 24/7,,
Retail,Top Spins Records,"11113 Liberty Ave South Richmond Hill, NY 11419",,(718) 738-3600,"Shopping, Music CDs & Tapes",[],,,
Retail,Boscov's Department Store,"22 Clifton Country Rd Ste 93 Clifton Park, NY 12065",,(518) 348-0080,"Department Stores, Visa Accepted, Eyeglasses, Mastercard Accepted, Travel Agencies, Shopping, Optical Goods",[],"Business Hours: Sun 11am-5pm, Mon-Sat 10am-9:30pm",,
Retail,Binnewater Ice Co.,"25 S Pine St Kingston, NY 12401",,(845) 331-0237,"Drinking Water, Heating & Air Conditioning Equipment Manufacturers, Soap, General Merchandise Stores, Air Conditioning Equipment Manufacturers, Wholesale Ice, Coffee, Shopping, Air Fresheners, Coffee & Tea Manufacturers, Deordorant, Ice Manufacturers, Glue",[],"Business Hours: Mon-Fri 8:30am-4:30pm, Sat 9am-1pm",,
Retail,Savoir Faire Records & Elect,"1175 Nostrand Ave Brooklyn, NY 11225",,(718) 221-4387,"Shopping, Music CDs & Tapes",[],,,
Retail,Moodies Record and Tape,"3976 White Plains Rd Bronx, NY 10466",,(718) 654-8368,"Recording Studios, Music CDs & Tapes, Bookstores, Shopping, Record Storage, Musical Instruments",[],Business Hours: Mon 10:30 AM-11:00 PM;Tue 10:30 AM-11:00 PM;Wed 10:30 AM-11:00 PM;Thu 10:30 AM-12:00 AM;Fri 10:30 AM-12:00 AM;Sat 10:30 AM-10:30 PM,,
Retail,Radio Shack,"1026 Union Rd Ste A West Seneca, NY 14224",,(716) 675-3344,"VCRs, Shopping, Computer Equipment Manufacturers, Mastercard Accepted, Data Processing Equipment Manufacturers, Radio Shack, Visa Accepted, Consumer Electronics, TVs and Radios, Hitachi, American Express Accepted, Video Equipment, Car Alarms, Wholesale Data Processing Equipment, Computer Hardware, Stereos, Phone Equipment, Discover Accepted",[],Business Hours: Mon. - Sat. 8am - 9pm;Sun. 8am - 5pm,,
Retail,L'italia Shoes,"403 Brighton Beach Ave Brooklyn, NY 11235",,(718) 648-0212,"Music CDs & Tapes, Mastercard Accepted, Shopping, General Merchandise Stores, Visa Accepted",[],,,
,,,,,"Collectibles, Wholesale Jewelry Buyers, Antiques, Jewelry, Music CDs & Tapes, Wholesale Antiques, Shopping",[],,,
Retail,Radio Shack,"152 N Main St Port Chester, NY 10573",,(914) 937-5449,"Car Alarms, Cell Phones, Tool & Equipment Rental, Radio Shack, Consumer Electronics, Shopping, Hitachi, Stereos, American Express Accepted, Computer Equipment Manufacturers, Discover Accepted, VCRs, Mastercard Accepted, Visa Accepted, TVs and Radios, Wholesale Data Processing Equipment, Video Equipment, Data Processing Equipment Manufacturers, Computer Hardware, Phone Equipment",[],Business Hours: Mon-Sat 9 am - 9 pm Sunday 10 am - 7 pm,,
Retail,Think Right Now Intl Inc,"925 State Fair Blvd Syracuse, NY 13209",,(315) 468-4300,"Shopping, Mental Health Services, Health Food Stores",[],Business Hours: Mon-Fri 8:30am-4:30pm,,
Food and Beverage,Meal Site-Office For The Aging,"3584 State Route 28 North Creek, NY 12853",,(518) 251-2711,"Food & Dining, Other Social Services, Community & Social Services",[],,,
,,,,,"Food & Dining, Wholesale Foods, Shop Online",[],,,
,,,,,"Asbestos Testing, Food & Dining",[],,,
Food and Beverage,Brunswick Harley-Davidson,"1130 Hoosick Rd Troy, NY 12180",https://apis.elocal.com/tracker/track?q=7decaf2c58ca9c08b3eaf0687021141de27204dcebcfa412baf1e5a84483d501059a7f97310adbacd249b3768227de86070a6b431756e50e729deecc0a9deff7299adb46b4448cf889fb1304d1352052509d04344fdeea90d5c23abe70d7e39ed0a7eb197f9ca717b5479c0e1e3bf39d47a27e307f709f962d096811457a8a0cc713c19062447392af295066f36f777ad9ecea9e20e4ecf408c53a2aef0f71b017b962b556297b42cbe8f4f0e08702f10b3d33b0e552d001384cc6ab0e8b354e3b6022743131f528a186d053b095572d4a704477de7253dc64594762865151172c694c1ccf5fd76b8156f7b80b405c2e802c771004bf3b8e24edfc1b415f51c2bae76b702f0130722bd0aff35217c37086daa9c71cefa0ad7e5fa273a6ff136e6d0302b62001a622840bb04c76b1e9aee37a97f68b3147fe73c739def1ded89c2d43a3e36ad999799aa105dd92abecaa1bb1e905d37194841d5b2bd3987889be134881f5fd60a2e0594fa45cf5a76bdb43144b21c233dff9a299447d6c877bfa82ea3697d38f14470d73bf022413a3a6131b8da03314c21af347c333c37e4e868169c83cb8989cf7577d2d121735b8f7c7bf33584b72928502791b4d919d9fe609531e1b3ca587bba718b9c2f0d4ab92b35cd644d761b765135718b35fc5f36c79afaeff2b64a93e387eb698568acea9c8d431025fe2379ca2b328f6238a2400f820fb5e480fe5ba11f320675a215881097466a164fa3112c961ad11f83b126f467412628e9ac301a85be756cae767b738920332f4ae8686cd81bcd71694cbbc7f388c052370f14c72036ad0602501479d0071b82d57a546a7e1fa7d22c738c84db20030c1555a6928fec6b1bf498f2cb141efa275903fc1e661ff23909651da8e3575ef38954820d8d46ba9328acad1ceae85fb8868375c659d8b66617ec2bbd3c23c8833d3a7a28bd0ce7fd609aba7f509ee11efb19f6222fd9592eb7daad7,(518) 279-1145,Food & Dining,['brunswickhd@gmail.com'],"Business Hours: Mon 09:00-18:00,Tue 09:00-18:00,Wed 09:00-18:00,Thr 09:00-18:00,Fri 09:00-18:00,Sat 09:00-15:00",,
Food and Beverage,Roberts Sports,"3611 Silver Lake Rd Saranac, NY 12981",https://apis.elocal.com/tracker/track?q=3863aafe450ba3e94894d84321e88373d6d7ce89a1ecc9f1406079780fe5164d6ae03db78747fe6683c71b33a922de496aa095e39a13bda1c120052a0cc6ea2216dbeb324773e1860c57e7324b2c0fe88466d86273643a1b1575165fd62755349090b052f0131b4c152e6b4f47a0620b303f8c2d4f5203a4abf844b5f7c376ff091c5adc786269f6cfb1edb1ecba98d14f8bffe03f12033da6d8dad1d9e4f804436b9317a13324dd1eee879ab952e1761ffad8a6a0465e1ff138742343168eba50c46fbda77aad279753718e68808e060419552edda250bf7c5274c35e54679ad56517ba77512399d3dd4b6428d21bc658f284bcea004c83b77ba5a80d9576ac37e1c848b3ca698e6f17d3b96aa78b3ebdaf6efa9e42c570d7cde0366b75ad1f13cc727db30a83fa1fc1a9dc19322272f017bcca509fe5341434d163fa2a9ff71eb2ea24a19ba949a81e1259b2f703d66885b5b47f0c465d67ae013464ae1cdfe20f155d812a7d5f0dd2ded5ca25f13e21f729c6998803beb75cd535e5c704afb94fd32026ae0bf9c48a4b89f8a63efa48200830a5ec9bd26aa92e79f97770b238e79aa7d405066cb9150bdf73e3858637eca54b654e12f125b82b020c9c7c9256a0486b86a415962f3a68bc5ade2a06033f568eafe8eb1d0e6dcec7a645d96b640051b45dce71b3d071c0508ab42f29f04c9a0cfdbe99caa301beee0a1288aa60462f47de9731cb2f4d2298088fa033f4a49631d96bee726ce42cf36b92ef2acc5dd6ec43b61c87caa206433a8c53123fdb1cffeeec28e89678fb2d241bfe026f69f59148a5940aef1e0039b6f0cd42a080305fee94376f4df5fbd76e2f4d2162eadd9312350f1ba0eaabbe6772723e14478fae8c51c4ab46aef72a1084ee6bca76b2ce39275fa75499d572a73e58b5d8f51f8fa96fa1ef9f7df58bd697fbbad63e7bc4c82faa8b2a2a1870f52c0b2b6ffbcedb7e982df8540b4b1c45a0a8a4,(518) 293-6673,"Boat Dealers, Artists, Baby Sitters, Food & Dining",[],"Business Hours: Mon 08:30-17:30,Tue 08:30-17:30,Wed 08:30-17:30,Thr 08:30-17:30,Fri 08:30-17:30,Sat 20:30-16:00",,
