business name,address,external link,phone number,industry,additional_info,emails,business hours,teaser
Magnum Motorsports,"6300 Sepulveda Blvd Van Nuys, CA 91411",https://apis.elocal.com/tracker/track?q=655a6b1081a6acba69d3c7994365925cbf48da458ac04f9fc20831d4970c2042ac5d5bf777d4cbcdde64802db2c48c65347c83445c33a3d86b76c1fb4e4cc3b7c2f5310885fb242110e9816991c54126e269c49706648ab6f8e030000f506f97fa7373071a9caae02464622988a997d64408b49dd9d3db38dcd338a56eec60d3379396428ea5a71c8eca835e21212939813660db100c35358cfbb3fb8ef524dcf490d8c722f475a885923ae20b87c1cdf4b4b91c08f52403cff5590fa3dda3a7e22d02627f3538d40552bd48220c3049b516e02513a6585f2a3bb6df3be43d519239fc830fc97666e0a3180a517b7da02b8cfd959381ca29eee971fe49be4aa7726b282946c4a76ad8b54868294f614c3eff8f3b8f14cab9642add525c87264dec1516d55978e1bb66d24b6f91b38f2a00c5148aa245c8a4a3d2d430ebe9a4c957d8fd0c53755f53e6ffb6c45a61e39ab08c0c970070a5a35c9e79bdb7ec97380c35002046cc38d18fd06aa853d6ddc49ae95a3281070a7f5bbfe2a3b009b6cfe71cfaa835102b0839a271bad22c51b053bddf98bab1e651c9aad117c7372dcda6611b5f9286ca57f7accdca6f56f2f6b8c35529397b361cbcc65123e2128d15058249263bcb1dd2506b13340fce13f4f53f8ef6410c966dbebc21988008d1286597466aa88a8d328ef3f02007a57fa1eee3e37900c898006840fc1a38c707d05b85acf35b159810487c5cf4711893b05ee5aef577f0d4d45638d892e58f168c685409a5b50afb11908ca2e78ae6f850d6bdd4b33d1777dd1f10375e838e3065fd746f739c9c181e8709347274791f8c7d4fb6c910641b7af3ac68f4fe633ab0796cb63041e5d59decb47281d958bc77797d96a24ac83d8c8ab88e1fe713e0fb7c67e704164ae7759a4f06bb6f204ca0823346def999a69ebc309f0f6825b6ca4370884c4f0da60c6df6839b7dd01a2d,(818) 895-8000,Food and Beverage,"Asbestos Testing, BMW, Food & Dining",['Paul@simimotorsports.com'],"Business Hours: Tue 09:00-18:00,Wed 09:00-18:00,Thr 09:00-18:00,Fri 09:00-18:00,Sat 09:00-18:00",
sf moto,"275 8th St San Francisco, CA 94103",https://apis.elocal.com/tracker/track?q=02a371c8b3340e0f3234f12f9304a3cbdd5cbb2d3867832c6b5f353f37482adb70065da6a3c31e6461a1d79468c5aa06a5109facef39030e11bffb10fb3a8debd53f756c312cbd0770159d7dd20e6f58c0bea18e76075fd4c19c361b7cff0f5efbb91574bfdcbd6c4f05ae6c8580d5fd3c72f5e4ddaccd22f921e180ad43f3824ca9fad2ee8f79b5048a22bb40a58d3c89b0b47952fb5a50f0a2975faead6f9c8d676538487d93cb152d54ff9b96f7e632ae216c9613c9d54d40f3236f1dd6597891a6151c86e656afc10e38f3dce9b34bfd984bff3cae424a83eba10bcf60b230f61e875df6920a240ba5e20aa4d69a9707e02c8a8239341cca8402bf552ccde90952a6b118c1d88a979f7d5c0f294f769f3a16a20e4e4bd641089f071987c6e62495b061a905b4cbb87d477441031fc27d5c5c236cb1c8c6419f9245b6b108c402f8520795122f4b91fc76630bc8c6fe16e96e5e2d3444d02cc068de485f12b91a7177bb96710541a15c8e4df0ecaaac432b6e462fcfa865fe506c1acab5880b3214b4b3c817fd94a26f88d440b92833639c3a59267bb66789b844ccc43db987aaf43b5a263d0eed141f659765bc1e948dba3c72aef2e879b4e1b0a72177570f8320e2fc993660f13b761c9c922c765205745f882274c2efc488a4ff8055aff93ce5b8a762494dfe89f39b39ef78220a9db7d248c7289d983ee2a9306caaf6b35476f22fe6201cb59388589e58c2025cea11637d01b67f44c8f7300abfbd66ae7e2a726b8f61e99ae53f7378ef8f15e0f82092eb3654d052cd9373635542b6c97adc7143b91a756361c1a50c89de135fce26aac3a5fb56ff7eaab2808c6024b7e35328ed644452b0ff48c0ba514ce494d3301dcd9d865670c1b7fbf00b230055accbb94be6bcf932370ced884452ae4adcdfb4bcb2ea6bdc1dc4b18d4553bc59cca8be1a0076b130ce97efcdcb335e,(415) 366-0272,Food and Beverage,"Sporting Goods Sales, Food & Dining","['dzqwyxfu@mailparser.io', 'nancy@sfmoto.com', 'eric@sfmoto.com', 'efrain@sfmoto.com']","Business Hours: Mon 10:00-17:00,Tue 10:00-17:00,Wed 10:00-17:00,Thr 10:00-17:00,Fri 10:00-17:00,Sat 10:00-17:00",
Holiday Market,"4653 Mount Aukum Rd Placerville, CA 95667",https://apis.elocal.com/tracker/track?q=b90b075a323a29ec91a10cf1f45251fd079a0ee626605cc766faefacd522a0c67b479c5533b8ecf5232ff5fe2de3c1f886df616d4ab859ecb7d799e6450ea56e71f5c818fca922f91b0ef6a6e98a203ee52bb047c9730a0448d3aae353d21417252344c56ba2a6bd4dab30b659765c2d8effc303093d6ee378f493584a7a6fccb8795c0820455dd487440b823d54180c0b38fc51f444e0c1fee3fc6984b4705031032a69a909810e9663cad6830345e8d4935a1fde2b533e2977a56a39ee17a62b08b16d0f392a01465a619ce39f4838a25175e47c46e40caf3527339f9aa297b08e6ce2e1036d84aaefa370f2b7f737fdf0076ccb24ba5ec10a0db79eb1d03515ccdcea696ebb7bf7daece75300f08ad543c25f1ecbe0e200c7e59b97f809aef40a616f9fb08e17ad0658c42ea9e38a1b00e3ca5152c7558b7797bec55707de43759f02d71fc7993c872ed1dfb5892af3ce20666d223e8c5bb05ba9deebb0cbbea5e7e6f3977d18dcebd8f472aca1a9735953a814709aa6bb22e5553e6ad58e7151044138b21f4459a412664360dd65446b694f82c80722fc90ccf9732642c9a1b37d1f278d272cab4044931ad61d3d61ad2372cd292396f923de52a7af61abdc03642ba9624cb0aa787b8f9fe27e8b42a5e93095bcc4eac34b744451b3286160a836201e82b4fd299993ede0850762b335711eece1271cccc3d7044bdb190cf7a45a159ce10091e85797d16b0e721a36afe77a85ab0b7d8915114ed8db699c69462cf42d83e18bcbf64e8843ad28f0cc63c50bf08e93898cb5767eac6d6fc4c4f4f939b81012dd9cb30ad58d1c5095a0014419c51f7cda6b103e7db3e23f7bb7338c0e04fd671642a3ec7be99952225c809bfc0df85eb5d3411a1b991abc7fece23a8db8c9c4f125c5b6345e22b136dd56ef651e02dec03caf452004f2530fac80ad6212a70dde5161ff127d2b6aeb,(530) 644-3933,Food and Beverage,"Butcher Shops, Wine Stores, Naturopathy, Food & Dining, Professional Services, Organic Foods",[],"Business Hours: Mon 07:00-22:00,Tue 07:00-22:00,Wed 07:00-22:00,Thr 07:00-22:00,Fri 07:00-22:00,Sat 07:00-22:00,Sun 07:00-22:00",
Holiday,"20635 Gas Point Rd Cottonwood, CA 96022",https://apis.elocal.com/tracker/track?q=47100375f0502cb956de338c81859536afcc358f10bfbbc6be76819349e5d976ef8a9b181a38e052bc2f5b4b7141ddb9d8c93255975fa4cb1fdaf167b0dd193138cc2b6547bb4591d7484184869b92bf4191428cb3d85b356dffe786ec8061a91b4cc7224b1d595c68b67dbe15df49385b745854adec6e6f52ec310ed0447a89392c39ee9789693bac076239e57528ccd8a0e9ea1d9cde650f5d7ce36e82dc89b39de3f4106ee3f8ead197ae2ea0e1e93c52cb570f094572254cf4f542df8e3e663e43a0096d7719c249d734a5258fb12a6ad36629700fb1c3bd37d0b49da52c113a93a7bf08ec04d96d3ab8321008a00542a6bf55a2addefac73045c06621847dbf107dea868ad6f6f806b898cff1ad38a05a974242f68a0357ca72c3a51e91cc2f1daffc344cc352038fd7dea7288b37c13a86fd27e9cac3df1259aa56db914d4bdb893d91cca20cccd76228021cd09804c6d27e08e21b3e124136738bf205faa4f6fc32fa3af3a0b64bfb5033b853e79dbf1f17d4a6b2db7a24bbd39e4279723f54114c5d3b96dd5af1e17a752871bda674e0425d962a8ac981fecb576917e4e675fc99876af29e9c4ab78ebf2569f151960930fb26761c4732e938cd2356300532e02e8f39e3583dfaa2d768d28df6172f904b06b58490578d18a3e13f290bb6ba8805aa349c6a7c39259e4c0207bb71161b46beab432eedf443447c60b369c1bd9b03afec171a9f5db5f37e7811d6e2f2c9ccc3c04913d6136ecb3b87a338435be3b93ee32c03576ce877a8151a396c2b36c3467a82b7eb4a468828cbda897ee420f906ef23be8b01e2337337919fa83d815df48948fc4e5dfbed69bef292dd1bfad062086c367adc10495af6329595b208998f84f70fa32930463091f77a5858dd74962f619be65934641d31d1aa6b5d7264e5601393ac68714ea4e5b028cfd24f6176a057271c319a4da8e7b0,(530) 347-3014,Food and Beverage,"Food & Dining, Wine Stores, Butcher Shops, Professional Services, Organic Foods, Naturopathy",[],"Business Hours: Mon 06:00-22:00,Tue 06:00-22:00,Wed 06:00-22:00,Thr 06:00-22:00,Fri 06:00-22:00,Sat 06:00-22:00,Sun 06:00-22:00",
Birk's Restaurant,"3955 Freedom Cir Santa Clara, CA 95054",,(408) 980-6400,Food and Beverage,"American Express Accepted, Open 7 Days, Brunch, Discover Accepted, Fine Dining, Banquet Rooms, Group Dining, Bars & Clubs, Reception Centers, Lunch Spot, Steakhouse, Computer & Internet Services, Party Planners, Grill Restaurants, Seafood, Restaurants, Business Dining, Mastercard Accepted, $$, Visa Accepted, Date Spot, Food & Dining, New American",[],Business Hours: Mon 11:15 AM to 9:00 PMTue 11:15 AM to 9:00 PMWed 11:15 AM to 9:00 PMThu 11:15 AM to 9:00 PMFri 11:15 AM to 9:00 PMSat 5:00 PM to 9:00 PM,
The Brixton,"2140 Union St San Francisco, CA 94123",,(415) 409-1114,Food and Beverage,"Food & Dining, Late Night Dining, Unclassified",[],,
Edible Events,"1017 Del Paso Blvd Ste A Sacramento, CA 95815",,(916) 646-5555,Food and Beverage,"Food & Dining, Visa Accepted, Catering, Mastercard Accepted",[],,
Harry O's Bar,"226 Standard St El Segundo, CA 90245",,(310) 322-2255,Food and Beverage,"Beverage Manufacturers, Restaurants, Bars & Clubs, Food & Dining, Wholesale Foods, Arts & Entertainment, Dance Clubs, Bars & Pubs, Community Organizations, Musical Entertainers",[],"Business Hours: Sun 8am-12am, Mon-Wed 10:30am-12am, Thu-Fri 10:30am-1am, Sat 8am-1am",
Il Fornaio,"18051 Von Karman Ave Irvine, CA 92612",,(949) 261-1444,Food and Beverage,"Food & Dining, Coffee & Tea Manufacturers, Coffee & Tea Shops, Italian, Carry Out, Bakeries, Restaurants, Wholesale Coffee & Tea",[],Business Hours: Monday To Thursday From 11:00 AM To 10:00 PM Friday To Saturday From 11:00 AM To 11:00 PM Sunday From 05:00 PM To 10:00 PM,
Port Restaurant & Bar,"440 Heliotrope Ave Corona del Mar, CA 92625",,(949) 723-9685,Food and Beverage,"Live Music, Italian, Traditional American, People Watching, Mastercard Accepted, Notable Wine List, Cash, Upscale Casual Dining, Californian, Happy Hour, Street Parking, Tapas / Small Plates, Brunch, Mediterranean, Middle Eastern, Discover Accepted, Food & Dining, American Express Accepted, Parking Lot, Visa Accepted, Pubs, Carry Out, Bars & Clubs",[],"Business Hours: Sat-Sun 10am-12am, Mon-Thu 5pm-12am, Fri 4pm-12am",
Grande Colonial Hotel,"910 Prospect St La Jolla, CA 92037",,(858) 454-2181,Food and Beverage,"Fine Dining, Electric Charging Stations, Hotel Dining, Party Planners, Reception Centers, Lounges, Discover Accepted, Hotels & Motels, Californian, Food & Dining, Mastercard Accepted, American Express Accepted, Visa Accepted, Romantic Dining",[],Business Hours: Daily 24 Hours,
Vend For U.S.,"8100 Hinds Ave North Hollywood, CA 91605",,(818) 402-7975,Food and Beverage,Food & Dining,[],,
The Tulsa Rib Company,"954 N Tustin St Orange, CA 92867",,(714) 633-3760,Food and Beverage,"Hamburgers, American Express Accepted, Casual Date Spot, Carry Out, Business Dining, Cash, Debit Card Accepted, Visa Accepted, Corporate Catering, Restaurants, $$, Family-Friendly Dining, Food & Dining, Catering, Chicken, Discover Accepted, Barbecue Restaurants, Mastercard Accepted, Brunch, Chicken Wings, Local Favorite, Lunch Spot",[],Business Hours: Mon- Thu 11am-930 pm Frid 11 m-10pm Sat 3pm-10pm Sun 3pm-9pm,
OC MOTORCYCLE,"3191 Airport Loop Dr Ste A Costa Mesa, CA 92626",,(714) 957-5775,Food and Beverage,Food & Dining,[],"Business Hours: Tue 10:00-18:00,Wed 10:00-18:00,Thr 10:00-18:00,Fri 10:00-18:00,Sat 09:00-17:00",
SoCal Honda Powersports,"2055 E 223rd St Carson, CA 90810",https://apis.elocal.com/tracker/track?q=de1bc94c65313f21de32524e034a1a94a5b4647cb7a2f147230ca9e3ecb8716151b4f423c528ac8a13b3dd728b98ab14743f6191dbed8118588651f4b6d7555a8f0f77b24dc6d2c2799489da31b9b116014fde143dbdf3f52a46d6ed50bd3eeb1d582c16d32b1aa20c0fd93cf9393e33c4cca347cc864b75cf8ca0e46d282af156505973a7f114a196cdbf8e9544ee9bb3011c818986e10c6b0292edc00d45fe05f744f5a1e3980343c83c168305569793433a1b092e3d2e7b1dc5d2a2a1a43c4950a69d85b7cc8eabe534443efdb5d4b8e523dbf5626e76f64f62219a720bfee0cb9c2886fa34224eed146c4c9327fdbe988adb174b05bf3632992f5198efee10ab186678c00b97ff32c718231a98cf07423f214cddd6aac1384861587c01ba58cd0f3f81052e3d1ae286d84eb1b4ed3b93f7db78516a851417ea804be1cf3b81ca908f154e93a14679f6442ce8bb088d8b839f8bf2bd207f39d0db54a3df96d149fff478bdb662fa63fb1a7d66bc1e26b73fbf5af79a5e8c2bdd60941aa6dc3cb225b99db27dd50a305a471a16239c14656082255783e96affb70b1dbcb3cf0b8eee7a9a09746b59c8ffa2c4ece64a6c0f9dec37c539f332bd6b2c9046183aac47fc54b20defd6fa3424147fd4cb4591ac641079035eadbac745acd8be1eda4570584d92e6fbe1803e7d7684fea30214138e0883540b5f3870e3e76bca2cf8ce1bed711f87799d7c0f6b677ed56249e4faf6c4483f0c9a78ee12e73009f823bf60bfaed6528df8841bb592924af097746589d5241dbb3c839076a6657efda4ea7b4e0adfebccfa9b5ad78eb7a7e59117f93feeb94449bff7f59cc6430c83a6b5ebc29363989a28c6786edd6c09b25f894876075f2115bac7d5276a8ae4e62c21e7097996011fd43fe20785d3139cf22009cccdc0aaafc492d595f0d773b0e8b0524494c1987af3d1c2db0d2abccf74ab8d84b8c1c1bdbb0b5663da58da4dff,(310) 834-6632,Food and Beverage,"Food & Dining, High Schools","['casey@schpower.com', 'rcavenah@gmail.com', 'jerry@schpower.com', 'admin@schpower.com']","Business Hours: Mon 09:00-18:00,Tue 09:00-18:00,Wed 09:00-18:00,Thr 09:00-18:00,Fri 09:00-18:00,Sat 09:00-17:00",
Red Bluff Motorsports,"22660 Antelope Blvd Red Bluff, CA 96080",https://apis.elocal.com/tracker/track?q=11f4512a15c177c187f71493e18865ea8c57539271ca920b6b8bf2c6aa6898f1f34f160108e3dbb4d70f87940ad6fca73a4fcb66dbf402863bfa55b26f21fda69e3702ba8037b31e1fe0ed418d1ca3d401dd565e846bfc5a64bca2d6766852bbe1fd638c24ccaf2e840778406b04a1cd5f1ec33c28ffe82fb4512cbfab5e8f8b814666236b1d941c1a2e43a33a9ff5210acbf8b21fc565dd9193e29adfda162ff96fa3708f6995655f1a69ae7842a3f337d09536fc2250217518bb66a8eaa7e8e2eace5770be04af702b9f5bdd277dea66fbbf1d43e83abf40e1db27c17316299e999002f69541561c1f7ca8ef147d2100b4e185e56493e7677277cbb3ac5ebdc2fe69754c5183b145131dc92942ab19840a970cf584e6dfd1d2d35fd5760c2944cd22ca2164481d0c6d5f0c81b8fbfdf95a775fc07585be77af7b25bd66faa6f249a9c7f43cd6f81554ef4c10c2dc9a281410706284f38ddde950ae04bcc2a18779866f442af17ad53929311b2c6dce97746d892ed9050446ba22cfb7c9cf8a8b7216559261a27a36e02cb2511b6e61943fd8a5f58c3af6f08b2398e84c5d73d846bb5977e0edd8f1756719ab8365a21260a0b4e8716053b4d195d042d3396c91aa93e6adfafb220bb22adef61caad0d6b1fe618e115a3db134826928c687f9f3d38c2be3a87c206418e01d3c180eb5616755f310eb338e2ca07cb1f9a3d367b92d3cb238a660b0220ea3c18c88e273985d56cc6365c3d330b7f2431c61bd757610b11aa2e51a8ac14e71413afd11240529c2f52afbd09c14370431d2cec3fde759b2ffd8fb366f3a5e09ed7bb8ed6dbfbcbd1dcd8fffe7d9a313d45e65ef2eed274a842f1baab1e493b46cdcd012454e38540c214028a8a04f8f5266a4ac99e8d8d6aeb4c8c94180021b71af5bd245b9b09371939b4249c26102168a57fce8d1987c40bc8fcf17622855fe6577ff86,(530) 527-1466,Food and Beverage,"BMW, Food & Dining, Snowmobile Dealers, Professional Services, Barber Schools",[],"Business Hours: Tue 08:30-17:30,Wed 08:30-17:30,Thr 08:30-17:30,Fri 08:30-17:30,Sat 08:00-16:30",
Tracy Motorsports,"3255 Auto Plaza Way Tracy, CA 95304",https://apis.elocal.com/tracker/track?q=7864db45a804a5f83b083c8cbb7696667f22455b0ffa0aae4707dddba180c23b8f7adb41f7b38e63a5066ad0e0a641c5a43ae2605218844ae6f2735b924b1591bedaf44d0c9c3742c5c516151430260ac43b3bb1fe9f79fb905f159ac2338146bd8b0cc3a884ee55639ad3b2731f33a729d2e191fb72e23aee0e48eb23e972c75864d0a4ea1463478ba6e2ebb23aefd983e7970a70192ccbd453d49855103b5effeb93ec41a54bcd5772fa7a08e267cd6adb258817d18ee198ccc9877eda925126aea4cc0e8da5b8eebbaff35e8190cff47466546d4bd3a4ea74a7a930f5093b0b38edc6586a6a4c05c530cb078919e36a3d749545fc5b6d2f02223b5f0036f8eb38222875fb43f3ac417ff0bf15cf3c4a43f8a5c9af60e17b489f17f672f93474e29ba3bb1d15f676e10dfc0f540edabc146b07f2322f3739704905540ffa625e8361cc8075d2a842f1ec05ae91e8d0b158a9897f90067e903ded6f15e61f64524db358d5608951db96821c9ff2e3123acac58eb03ff17b92cfa9d637bdac07d03a88fbbfc8196036e86c301e596e1604128226d92c0c0b9e5b29344b217efd7846d6f805c16bed4578a8aa53ccd48c3686d1b13d59e2e754183fe9663920815b2ac6178705385b681ebef97ad7269ec32f5668dbc2eb8ebc671f557f7deaa73aded41efdd8fc7374e35637f85b4b3cd05b188935ba7ba36787f885199a1985663f373fbb116982a5022b8f7ec06b1deb7ba1e68dc041597ee0d4fc78194d292b51aeb647ba3c998adda2636867137b9bd34c724a5edf82c082ebd6559de259885d63c84088aafbb9e487a1646f4d58c8fe56a19d94aad11c12ba19f8b0d88d895d8049a3ad0f2b78cfef1ba93cd47f867aee17ae522bf67e88bae48282b8b063ef16bbd9dee2b52fbee022b2cc727f0e68ae74554af7465b0eef7c34434650bc094ded3a63a1f51da038a6bfa952e0,(209) 205-4532,Food and Beverage,"Boat Dealers, Food & Dining, High Schools","['noah@tracymotorsports.com', 'ssowden@calmsg.com', 'nwheeler@calmsg.com']","Business Hours: Tue 09:00-17:00,Wed 09:00-17:00,Thr 09:00-17:00,Fri 09:00-17:00,Sat 09:00-17:00",
Glende Polaris Yamaha,"2838 Highway 32 Chico, CA 95973",https://apis.elocal.com/tracker/track?q=85f1cdbd810f78a6adab66aafe3873a2e4134a52c63c323f42a81263aeef5a6d8ab0c9b93a21ba7dabe3cfb983ed8eefbc8385b579f8fc9d71cad99fd854cbe3ce379ee44f20aa4d059500ce54b30007995ffb4d0862cb215ccfc07b86d59290d239e19414b7244451065a4dac63a35c9cd8a2eb1e10bd9f643b66495b059b3915d98d8df56bb4d3a079f3e43dae5d38b7ef133200d43226f3907ad7f9ba20caf0d2c42c448e93e080781925662716ab3f2b588bb542f2bf73242347dede0f7b696012e6a68c77e0574c6dfbd29925a194634b80564481a14448c1446fa751cd50dadbf2ff6c09fa799f066482136a71c86db73b37764ca3c58c7e874afe0cfece55d518dd02c962745daa561791dd0bf2f906b490b3bad454f2f5cfb431979b648ad44bc2a5b3ff0333e4e6d5ae85e7daa3df501b78ef3a8cc096b201268b8f6846e7ad911e8411e96864331a816cc1782e3fe2233595645a75f152395eecaacd0335f411e9202bfa1d665933abda755d75bb3ab21af25916b5d8e1db5e8d093834e10858974d503912fc6fba0838d21f162d60c67547b67b60982004a742056a37130408ca182009a79cf941d7e678e316ae8e2c12daec7eb07c0a4d1ebc55db862d37b16972e7a0e46e656c00e286719116104179d66f948d144986adc4ec058e5cb6b4fd583bb2037edac3da2ff61faadcb3d14077fdac1ea1d823bf4399808d42901e6685b61f29aa421ab18465b86e949832ed9185fdcb5524efee950bc8647b576e90f716a5d41fb712915362ca4c4b5bb9dc89ef1dc258db6232d4e24796b5c7d2df3e7d64102e3ae3841b243acae2bf2ec0377f4f100d7321ce11d84efec3fb443420d1f901f3aa34ec000b2ff6fd09aa0f3cde0dcd4e11ef5c730fae04023c4713383591e1508baf19420662cdd441df63aa584bb175d57d767dba8b28e7e2a5613898f1ab0ecf4238c1f3,(530) 345-2886,Food and Beverage,"Artists, Food & Dining",[],"Business Hours: Mon 09:00-18:00,Tue 09:00-18:00,Wed 09:00-18:00,Thr 09:00-18:00,Fri 09:00-18:00,Sat 10:00-14:00",
Personal Services,"3159 E Gage Ave Huntington Park, CA 90255",,(323) 924-5575,Personal Services,Unclassified,[],,
Olga's Personal Care Services,"1904 Norris Dr W Fresno, CA 93703",,(559) 682-2941,Personal Services,"Assisted Living Facilities, Maid & Butler Service",[],"Business Hours: Mon-Fri 8am-6pm, Sun Closed, Appointments Available",
Bouquet Garni Personal Chef & Catering Services,"5178 Mowry Ave # 2182 Fremont, CA 94538",,(510) 396-1068,Personal Services,Personal Chefs,[],"Business Hours: Sat-Sun 9am-5pm, Mon-Fri 8am-8pm",
Tri-Valley Personal Home Care Services,"4900 Hopyard Rd Ste 100 Pleasanton, CA 94588",https://apis.elocal.com/tracker/track?q=0b8d2156c854420525d40970e659dcf45a8b81bd1f65107b6442af56679b7b9bfafa8267a73728bf824b0fa71c897bd08580f5a8b30556dfee1646c141b98c320dbe99c5481c44d21ee6d15e13baea62208e9f84e0c35c8a756ed4a04455d16b90f24a0f1f1f98025c23fc36a45c927f319bcfcd76773f49de03f1832b0df6e54225c8a92689f6f6e56cf579f067267456f93d85f00cac2109db44502f01daf57b65fca4195d32b44b93668cee62e5fecdd949e3c24d339422daed7868696c45bf71f59dfc616979bcb8f8dd2dcd0e48e6653aff8d2a74656dc92c4ad9662fab98bc8a679d11a7460e2b989f1468bfa40b580060143c5c75ce7748617f7d32e125b1d28d687844a81283aee981f2e38ba0e8e2b4b27df22e8cfcbb478d18406a838abb005c74390a374295b5cefcba871e01874a7bde9c247fa1b8e50fd0730cb40af6f5efe6fa499e793d90586121724810382407fc03a0bec19dd60911b2b0ed160c837e9a311bf743af65e0f7300192cfe405cdd7211617669a23ad488a9c0a699130e4dbfb91337ff115406e4b13910aae228974a2f59ff75cf8ae27bc81f58f37e0d691ce3561b9213ffb8024ab07d9a79fdc195bcba9b4e935032a18b105b1e09d279716088f6511e1eadcca463d734c09d5dcf0c8814f847659d5b29ee399c90df76f16e68baa4defafb1b12f1f6696083ae0b5d25169937f87eed0fc8e164ba84f7b8483d9b0ad1956820b25999729af684d7e66f546794aad4d0ad694adabe3f066bb4b94571550d230aeb2d4d28ea2224e6150c2d849a8e7585b71d5fb4a4daeb4408f2696ce8ffda419c3eaf748f91125df7bc7ccf4c34ac9daa974b2b3c6361e43ea1041f9d8475bc0cd317107af8d84f4875cf11819ed2228048c1f4f8eec804c3dbe745d18939f8cf6a3ddd1b866edb6601ce65a8f7fda3ea039988580d013743648d322e962e1fde2,(925) 667-7842,Personal Services,Agriculture & Forestry,['services@trivalleyhomecare.com'],"Business Hours: Mon 09:00-17:00,Tue 09:00-17:00,Wed 09:00-17:00,Thr 09:00-17:00,Fri 09:00-17:00",
"Cornerstone Commercial & Personal Insurance Services, Inc.","9340 Base Line Rd Ste 103 Rancho Cucamonga, CA 91701",https://apis.elocal.com/tracker/track?q=e876aabe2bd75d9d6b72272e44e55a069ab3ffec12a19cb424d56e6faeaa836789356d5f0c18f07aa0933fdb79e7e5aa5e76c670bec59ceada4805eed80e701145009caf087d9f56de7cab9380890084ef18da5854c159e34b66b48686e1db733f54e6555c523c6b03628c72408a00f2f4e082bca1922bf3fdbbb6797fbc281877fb5b240e56d38fa53b8a0f78925db293f82afb50b8f729a481c565f23e150b6359d5702a5e9b04e527ee30ef932487d1ddafb47aa94ebbe07eb88f8217ed7c14f12656e2cbd923ca9506141f21dda11d7fa06eeec7aaa531b215a1c72a8d87196f03f3cfa3a3a7acc8b65f730ac37e568d21cfb74ed4e4f7edc383631a3fd81ee7aa10086daff8564e6191192ac99943e5c1018c46eb6036b3e355ad380a6b45c862b235fe61c0d8b10c02f59229fb91a15b171bb6061312fd9bc8963909491818bfd8016bc2323634e4eb53fe0bd74f09a1bf2748f148c00d6574cde7365f33be369cab53b711fda2fce438ec308ca8fe7efb5d5c65e54d02a7cd777ce029555f61c754e363d5174e7d7c384a9fa91069429110e2e6817e6c7bff5b4b76508dfe354b56251cc0e13b02e157e6f5e33ca59e217be96d843e0a61612429ab682c4b1f13ec07829addfa9c66a16f5790be6f587ae166a0f8cd9cbd63731682f6b0003d82a14fff7a31e87a29c0fd9941d3fb4bcadc027fb67bf40842bd573607ee52e4a44a25aee28e611994c12ffc691107bbbcbf42bfced0ac3e3d34b6c413d7933ab60d7f2a2111ff91d22f310de0604015af5d9c953632080aa553540444a59ade9df575ddca022e7fa40dd5b4c735a925d0dd4a60987467e067049ca5222ac48c4dfa4a3ef96d76602295bc0d9ff2a796fec99d0e2875ed3567d881d4a944c01e40335b88239fafd20c95518605d7b36ac8c41ff0c7dc2475739e6286471581cbdba080d1e55bb5920651c212dbda17d371a34745df9f0cffd2e43a4378,(909) 941-9080,Personal Services,Agriculture & Forestry,['phil@cornerstoneinsurance.org'],,
Maclane's Market & Cafe,"12235 La Porte Rd Clipper Mills, CA 95930",,(530) 675-2409,Personal Services,"Restaurants, Grocery Stores, Other Personal Services, Personal Shoppers",[],,
All Homecare,"540 W Lancaster Blvd Lancaster, CA 93534",,(661) 273-9100,Personal Services,"Senior Citizens' Services, Retirement Homes, Rehabilitation Hospitals, Mastercard Accepted, Other Personal Services, Alzheimers Information, Residential Care, Disabled Services, Visa Accepted, Home Health Care, Residential Care Homes, Adult Day Care, Discover Accepted, Nurses, American Express Accepted",[],Business Hours: Monday-Sunday,
Ralphie's Drive Thru,"400 E Valley Blvd Alhambra, CA 91801",,(626) 284-1986,Personal Services,"Personal Shoppers, Other Personal Services",[],,
Light My Fire,"6333 W 3rd St Ste 212 Los Angeles, CA 90036",,(323) 930-2484,Personal Services,"Food Manufacturers, Grocery Stores, Wholesale Foods, Beverage Manufacturers, General Merchandise Stores, Other Personal Services, Shop Online, Food Service Management, Health Food Stores, Personal Shoppers",[],,
It's Just Lunch Intl LLC,"75430 Gerald Ford Dr Ste 207 Palm Desert, CA 92211",,(760) 779-0101,Personal Services,"Other Personal Services, Franchising, Dating Services",[],,
Carnicerla La Luna,"4220 Slauson Ave Maywood, CA 90270",,(323) 773-1175,Personal Services,"Other Personal Services, Personal Shoppers, Food Stores",[],,
California Concierge LLC,"22647 Ventura Blvd # 165 Woodland Hills, CA 91364",,(818) 883-8550,Personal Services,"Concierge Service, Professional Organizers, Errands, Travel Agencies, Other Personal Services, Personal Shoppers, Personal Services",[],"Business Hours: M-Sa 8am-8pm, Su Closed",
Rainbow House,"1014 Stockton St San Francisco, CA 94108",,(415) 391-2405,Personal Services,"Personal Shoppers, Other Personal Services",[],,
Goldencare Inc,"7158 Clearbrook Way Sacramento, CA 95823",,(916) 689-2045,Personal Services,"Disabled Services, Other Social Services, Other Personal Services",[],,
Cookbook Los Angeles,"1549 Echo Park Ave Los Angeles, CA 90026",,(213) 250-1900,Personal Services,"Other Personal Services, Grocery Stores, Personal Shoppers, Restaurants",[],"Business Hours: Sun-Mon 8am-10pm, Tue-Sat 10am-10pm",
