industry,business name,address,external link,phone number,additional_info,emails,business hours,teaser
Retail,Sears Home Services,"3710 US Highway 9 Unit 1100 Freehold, NJ 07728",,(732) 303-7000,"Clothing, Picture Frame Repair, Generators, Mastercard Accepted, Lawn & Garden Equipment Manufacturers, Lawn Mowers, Hardware, Crowd Control, Fitness Equipment, Major Appliance Repair, Home Furnishings, Major Appliances, Department Stores, Car Alarms, Automotive Repair, Lawn & Garden, Household Appliances, Hitachi, Discover Accepted, Tools, Shopping, Consumer Electronics, Auto Parts & Accessories, Tires, Dishwasher Repair, American Express Accepted, Small Appliance Repair, Refrigerator Repair, Electric Equipment & Supplies, Sleepwear, Visa Accepted",[],Business Hours: Daily 24 Hours,
Retail,Talbots,"1 Premium Outlet Blvd Ste 175 Tinton Falls, NJ 07753",,(732) 493-4213,"Factory Outlets, Department Stores, Sleepwear, Clothing, Shopping",[],"Business Hours: Sun 10am-7pm, Mon-Sat 10am-9pm",
Retail,Gap Outlet,"651 Kapkowski Rd Ste 260 Elizabeth, NJ 07201",,(908) 354-2613,"Deordorant, Air Fresheners, Clothing, Visa Accepted, Women's Clothing, General Merchandise Stores, Shopping, Factory Outlets, Glue, Fitness Apparel, Clothing Accessories, Men's Clothing, Soap, Children's Clothing, Sleepwear, Mastercard Accepted",[],"Business Hours: Sun 11am-7pm, Mon-Sat 10am-9pm",
Retail,Neiman Marcus Last Call,"651 Kapkowski Rd Ste 200 Elizabeth, NJ 07201",,(908) 994-1911,"Clothing, Factory Outlets, Children's Clothing, Shop Online, Discover Accepted, Debit Card Accepted, Visa Accepted, Mastercard Accepted, Sleepwear, Department Stores, Women's Clothing, Children's Apparel Sales, Shopping, American Express Accepted",[],"Business Hours: Sun 11am-7pm, Mon-Sat 10am-9pm",
Retail,Walmart,"130 Black Horse Pike Ste 100A Audubon, NJ 08106",,(856) 310-1470,"Baby Gear, Paint, Wholesale Baby Accessories, Consumer Electronics, Grocery Stores, Small Appliances, Vanities, Fitness Equipment, Mastercard Accepted, Men's Clothing, Discount Stores, Bedding, Grills, Wedding Party Gifts, ATM, Pet Stores, Clothing, Toys, Furniture, Discover Accepted, Craft Supplies, Children's Clothing, DVDs, Diners Club Accepted, American Express Accepted, Cosmetics, Garden Centers, Video Games, Home Furnishings, Video Tape Manufacturers, Department Stores, Women's Clothing, Shopping, Music CDs & Tapes, Kitchen Utensils, Visa Accepted",[],Business Hours: Daily 7am-11pm,
Retail,Walmart,"230 State Rt 23 Franklin, NJ 07416",,(973) 209-4242,"Department Stores, Discount Stores, Baby Gear, Wedding Party Gifts, Cosmetics, Pharmacies, Video Tape Manufacturers, American Express Accepted, Grills, Garden Centers, Children's Clothing, Consumer Electronics, Mastercard Accepted, Furniture, Toys, Wholesale Baby Accessories, Visa Accepted, Craft Supplies, Small Appliances, Vanities, Paint, Women's Clothing, Bedding, Music CDs & Tapes, Fitness Equipment, Pet Stores, Men's Clothing, Video Games, Kitchen Utensils, DVDs, Diners Club Accepted, Shopping, Clothing, Home Furnishings, Photo Finishing, Grocery Stores, ATM, Discover Accepted",[],Business Hours: Daily 7am-12am,
Retail,Target,"7101 Tonnelle Ave North Bergen, NJ 07047",,(201) 520-1701,"Wedding Party Gifts, Shopping, Phone Equipment, Baby Gear, Home Furnishings, Cosmetics, Video Games, Consumer Electronics, Debit Card Accepted, Clothing, ATM, Telecommunications, Music CDs & Tapes, Toys, Sleepwear, Department Stores, DVDs, Pharmacies, American Express Accepted, Mastercard Accepted, Wireless Networking Sales, Grocery Stores, Car Alarms, Small Appliances, Discover Accepted, Wholesale Baby Accessories, Coffeehouses, Pet Stores, Video Tape Manufacturers, Hitachi, Telephone Companies, Furniture, Vanities, Children's Clothing, Cellular Phone Companies, Restaurants, Cell Phone Service, Visa Accepted, Kitchen Utensils, Bedding, Fitness Equipment",[],"Business Hours: Fri-Sat 8am-11:55pm, Sun-Thu 8am-11pm",
Retail,Target,"400 Ryders Ln Milltown, NJ 08850",,(732) 613-3903,"Baby Gear, Clothing, Telecommunications, Wireless Networking Sales, Wedding Party Gifts, Toys, Consumer Electronics, Furniture, ATM, Cellular Phone Companies, Car Alarms, Music CDs & Tapes, Kitchen Utensils, Hitachi, Video Games, Bedding, Home Furnishings, Department Stores, Shopping, Pharmacies, Vanities, Discount Stores, Video Tape Manufacturers, Children's Clothing, Cell Phone Service, Small Appliances, Telephone Companies, DVDs, Phone Equipment, American Express Accepted, Grocery Stores, Discover Accepted, Mastercard Accepted, Pet Stores, Sleepwear, Wholesale Baby Accessories, Debit Card Accepted, Cosmetics, Visa Accepted, Fitness Equipment",[],"Business Hours: Mon-Sat 8am-11pm, Sun 8am-10pm",
Retail,BJ'S Wholesale Club,"300 State Highway 17 Rutherford, NJ 07070",,(201) 438-7499,"Major Appliances, Small Appliances, Furniture, Office Supplies, Department Stores, Candy Stores, Shopping, Vanities, Clothing, Grocery Stores, Wholesale General Merchandise, Wholesale Clubs, Consumer Electronics, General Merchandise Stores, Shop Online, Music CDs & Tapes, Housewares",[],,
Retail,Sears,"51 US Highway 1 New Brunswick, NJ 08901",,(732) 937-7355,"Fitness Equipment, Mattresses, Shoes, Fashion Jewelry, Discover Accepted, Department Stores, Shopping, Clothing Accessories, Wholesale Major Household Appliances, Small Appliance Repair, Repair Shops, Home Furnishings, Lawn & Garden, Crowd Control, Women's Clothing, Lawn Mowers, Tractor Repair, Tools, Picture Frame Repair, Lawn Mower Sharpening, Tools, Mastercard Accepted, Car Alarms, Refrigerator Repair, Hardware, Visa Accepted, Sporting Goods, Electric Equipment & Supplies, Dishwasher Repair, Furniture, Household Appliances, American Express Accepted, Major Appliance Repair, Clothing, Generators, Grills, Lawn & Garden Equipment Manufacturers, Major Appliances, Consumer Electronics, Hitachi, Washers & Dryers, Jewelry, Sleepwear",[],"Business Hours: Sun 11am-6:30pm, Mon-Sat 10am-9pm",
Retail,Walmart Supercenter,"1840 S Black Horse Pike Williamstown, NJ 08094",,(856) 629-2054,"Small Appliances, Men's Clothing, Pharmacies, Baby Gear, Pet Stores, American Express Accepted, Women's Clothing, Discover Accepted, Grills, Bedding, Yokohama, Music CDs & Tapes, Tires, Home Furnishings, Discount Stores, Video Games, Cosmetics, Grocery Stores, Vanities, Furniture, Children's Clothing, ATM, Shopping, Clothing, Visa Accepted, DVDs, Paint, Mastercard Accepted, Wholesale Baby Accessories, Fitness Equipment, Toyo, Garden Centers, Video Tape Manufacturers, Department Stores, Toys, Diners Club Accepted, Continental, Consumer Electronics, Kitchen Utensils, Wedding Party Gifts, Craft Supplies",[],Business Hours: Daily 24 Hours,
Retail,Target,"2690 US Highway 22 E Union, NJ 07083",,(908) 688-2344,"Debit Card Accepted, Grocery Stores, Wholesale Baby Accessories, Children's Clothing, Photo Finishing, Pharmacies, Pet Stores, Shopping, Video Games, Bedding, Mastercard Accepted, Hitachi, Discover Accepted, DVDs, Consumer Electronics, American Express Accepted, Baby Gear, Music CDs & Tapes, Video Tape Manufacturers, Fitness Equipment, Furniture, Discount Stores, Vanities, Toys, Cosmetics, Department Stores, ATM, Clothing, Small Appliances, Car Alarms, Wedding Party Gifts, Visa Accepted, Home Furnishings, Kitchen Utensils",[],"Business Hours: Mon-Sat 8am-11pm, Sun 8am-10pm",
Retail,Walmart Supercenter,"150 Harrison Ave Kearny, NJ 07032",,(201) 955-2751,"Air Fresheners, General Merchandise Stores, Shopping, Glue, Soap, Deordorant",[],,
Retail,El Nuevo Mexico Records,"31 South St # A Freehold, NJ 07728",,(732) 866-1674,"Music CDs & Tapes, Shopping",[],"Business Hours: Mon - Fri, 10am - 6pm; Sat, 11am - 5pm; Sun, closed",
Retail,Braccio Inc,"62 Railroad Ave East Rutherford, NJ 07073",,(201) 531-1600,"Shop Online, Necklaces, Jewelry & Watches, Jewelry, Jewelry Manufacturers, Shopping",[],,
Retail,Tiny Miracles Imaging,"108 Greentree Rd Unit M Turnersville, NJ 08012",,(856) 302-6256,"Shopping, Music CDs & Tapes",[],,
Retail,Bloomingdale's,"3 Willowbrook Blvd Wayne, NJ 07470",,(973) 582-2400,"Mastercard Accepted, Department Stores, Discover Accepted, Shopping, Factory Outlets, American Express Accepted, Visa Accepted, Shop Online",[],Business Hours: Sat 10am-9:30pm,
Retail,Sears Outlet Store,"271 Mount Pleasant Ave West Orange, NJ 07052",,(973) 325-9072,Shopping,[],,
Retail,S & Y Jovi's Fine Jewelry,"1158 State Route 35 Middletown, NJ 07748",,(732) 671-1131,"Jewelry, Jewelry Repair, Shopping, Jewelry & Watches, Necklaces, Jewelry Design",[],"Business Hours: Mon 11am-5pm, Tue-Fri 10am-6pm, Sat 10am-4pm",
Retail,Haverhills Coffee Svc,"137 Bergenline Ave Westwood, NJ 07675",,(201) 358-2768,"Coffee, Shopping",[],,
Retail,Best Buy,"2391 US Highway 22 W Union, NJ 07083",,(877) 211-9810,"Cell Phone Service, Hitachi, Consumer Electronics, Video Games, TVs and Radios, Computer Equipment Manufacturers, Electronics Sales, Shopping, Major Appliances, Music CDs & Tapes, Discover Accepted, Mastercard Accepted, Video Tape Manufacturers, Phone Equipment, Visa Accepted, American Express Accepted, Computer Hardware, Office Furniture Manufacturers, Wholesale Office Furniture, Car Stereos, Car Alarms, Automotive Repair",[],"Business Hours: Sun 11am-8pm, Mon-Sat 10am-9pm",
Retail,Seven African Powers Botanich,"1448 Haddon Ave Ste 1 Camden, NJ 08103",,(856) 541-0900,"Music CDs & Tapes, Shopping, Wholesale Electronic Equipment",[],,
Retail,Best Buy,"4313 Bergenline Ave Union City, NJ 07087",,(201) 863-0708,"Phone Equipment, Wholesale Office Furniture, Music CDs & Tapes, Video Tape Manufacturers, Car Stereos, Visa Accepted, Shopping, Video Games, Computer Equipment Manufacturers, Consumer Electronics, Home Theater Systems, Video Equipment, Stereos, Electronics Sales, Camera Stores, Major Appliances, Computer Hardware, Discover Accepted, TVs and Radios, American Express Accepted, VCRs, Mastercard Accepted, DVDs, Cell Phone Service",[],,
Retail,Todo Musica,"85 W Palisade Ave Englewood, NJ 07631",,(201) 568-5404,"Music CDs & Tapes, Check Cashing Services, Shopping, Money Orders",[],,
Retail,Macy's,"3320 US Highway 1 Unit 400 Lawrenceville, NJ 08648",,(609) 799-8000,"Women's Clothing, Visa Accepted, Children's Clothing, Shoes, Shopping, Department Stores, Discount Stores, Men's Clothing, Mastercard Accepted, Shop Online",[],,
Retail,Good Morning Coffee Svc,"328 4th St Ewing, NJ 08638",,(609) 771-8300,"Coffee & Tea Manufacturers, Coffee, Shopping",[],,
Retail,Ocean County Music,"619 Arnold Ave Point Pleasant Beach, NJ 08742",,(732) 899-8282,"Car Alarms, Music Schools, Hitachi, Mastercard Accepted, TVs and Radios, Video Equipment, Consumer Electronics, Stereos, VCRs, Discover Accepted, Musical Instruments, Wholesale Music, American Express Accepted, Visa Accepted, Shopping, Music CDs & Tapes, Government Contractors",[],"Business Hours: Sun 10am-4pm, Mon-Fri 9am-7pm, Sat 9am-6pm",
Retail,Sears,"1885 State Route 57 Ste 400 Hackettstown, NJ 07840",,(908) 979-3580,Shopping,[],,
Retail,Clear Vision Auto Glass,"904 Haddonfield Rd Cherry Hill, NJ 08002",,(856) 665-4747,"Video Game Rental, Hitachi, Glass Repair, Broken Glass, Computer Hardware, Window Repair, Office Equipment, Car Alarms, Electronics Sales, Automotive Repair, Computer & Internet Services, Auto Glass, Residential Glass, Movie Rentals, Windows, Consumer Electronics, Window Replacement, Shopping",[],Business Hours: M-Su 7:00am - 7:00pm,
Retail,Pier 1 Imports,"364 State Rt 3 Clifton, NJ 07014",,(973) 779-5731,"Discount Stores, Ceramics Supplies, Baskets, Gift Shops, Pier 1 Imports, Vanities, Wholesale Importers, Christmas Decorations, Pottery, Home Decor, Shopping, Candles, Department Stores, Holiday Supplies, Furniture",[],"Business Hours: Sun 11:00AM - 07:00PM, Mon 10:00AM - 09:00PM, Tue 10:00AM - 09:00PM, Wed 10:00AM - 09:00PM, Thu 10:00AM - 09:00PM, Fri 10:00AM - 09:00PM, Sat 10:00AM - 09:00PM",
Retail,Spencer Gifts,"4403 Black Horse Pike Ste 2144 Mays Landing, NJ 08330",,(609) 641-0546,"Discover Accepted, Mastercard Accepted, Shop Online, Shopping, American Express Accepted, Stationery Stores, Visa Accepted, Gift Shops, Women's Clothing",[],Business Hours: Sat 10am-9:30pm,
Retail,Sears,"400 W Route 38 Moorestown, NJ 08057",,(856) 778-5200,Shopping,[],,
Retail,Jaa Vending Co,"6005 Adams St West New York, NJ 07093",,(201) 662-7311,"Vending Machine Manufacturers, Wholesale Vending Machines, Vending Machine Shopping, Shopping",[],,
Retail,Pier 1 Imports,"2130 State Route 35 Ste 10 Holmdel, NJ 07733",,(732) 706-0660,"Visa Accepted, Mastercard Accepted, Discover Accepted, American Express Accepted, Home Decor, Household Furniture Manufacturers, Shopping, Vanities, Discount Stores, Wholesale Furniture, Pier 1 Imports, Holiday Supplies, Pottery, Furniture & Fixture Manufacturers, Candles, Furniture, Gift Shops, Other Furniture Manufacturers, Ceramics Supplies, Baskets, Christmas Decorations",[],"Business Hours: Mon - Sat, 10am - 9pm; Sun, 11am - 7pm",
Retail,Porton Musical,"1418 Springfield Ave Irvington, NJ 07111",,(973) 416-3362,"Shopping, Music CDs & Tapes, Restaurants",[],,
Retail,Puerto Rico Record Shop,"848 S Broad St Trenton, NJ 08611",,(609) 392-7193,"Shopping, Music CDs & Tapes",[],,
Retail,Spencer Gifts,"250 Woodbridge Ctr Woodbridge, NJ 07095",,(732) 750-5908,"Gift Shops, Shopping, Women's Clothing, Shop Online",[],,
Retail,C D Heaven,"35-10 Broadway Fair Lawn, NJ 07410",,(201) 712-0899,"Phonograph Manufacturers, Music CDs & Tapes, Shopping, Audio Equipment Manufacturers",[],,
Retail,Stride Rite,"1358 Hooper Ave Ste 11 Toms River, NJ 08753",,(732) 240-5103,"Shoes, Shopping, Childrens Shoes, Children's Clothing",[],,
Retail,Pier 1 Imports,"125 18th St Jersey City, NJ 07310",,(201) 239-8266,"Department Stores, Christmas Decorations, Visa Accepted, Baskets, Shopping, Pottery, Mastercard Accepted, Discount Stores, Ceramics Supplies, Gift Shops, American Express Accepted, Holiday Supplies, Furniture, Candles, Discover Accepted, Pier 1 Imports, Wholesale Importers, Vanities, Variety Stores, Home Decor",[],"Business Hours: Sun 11:00AM - 07:00PM, Mon 10:00AM - 09:00PM, Tue 10:00AM - 09:00PM, Wed 10:00AM - 09:00PM, Thu 10:00AM - 09:00PM, Fri 10:00AM - 09:00PM, Sat 10:00AM - 09:00PM",
Retail,Sears Parts & Repair Center,"495 Prospect Ave Ste 11 West Orange, NJ 07052",,(888) 396-3374,"Microwaves, TV & Radio Repair, Consumer Electronics Repair, Washer & Dryer Repair, Vacuum Cleaner Parts, Major Appliances, Lawn Mower Sharpening, Landscaping Equipment Manufacturers, Dishwasher Repair, Stereo Repair, Oven Repair, Refrigerator Repair, Water Heater Repair, Small Appliances, Lawn Mowers, Small Appliance Repair, Water Heaters, Wholesale Lawn Mowers, Shopping, Home Theater Systems, Commercial Appliance Installation, Major Appliance Repair",[],Business Hours: Monday through Thursday 8AM - 12AM EST Friday 8AM - 10PM EST Saturday 8AM - 8PM EST Sunday 10AM - 6PM EST,
Retail,Sears Outlet Store,"1500 State Route 35 Middletown, NJ 07748",,(732) 706-6262,Shopping,[],,
Retail,Disco Hit,"537 Hamilton Ave Trenton, NJ 08609",,(609) 695-0035,"Wholesale Music, Music CDs & Tapes, Shopping",[],,
Retail,Bori Cuba Inc,"520 S Clinton Ave Trenton, NJ 08611",,(609) 278-9831,"Musical Instruments, Music CDs & Tapes, Recreation Centers, Shopping, Wholesale Music",[],,
Retail,Pier 1 Imports,"39 Reaville Ave Flemington, NJ 08822",,(908) 806-7437,"Pottery, Visa Accepted, Shopping, Candles, Vanities, Discover Accepted, Holiday Supplies, Chinaware & Glassware, Pier 1 Imports, Ceramics Supplies, Christmas Decorations, Furniture, Gift Shops, Department Stores, Discount Stores, Variety Stores, Home Decor, American Express Accepted, Mastercard Accepted, Stationery Stores, Baskets",[],"Business Hours: Sun 11:00AM - 07:00PM, Mon 10:00AM - 09:00PM, Tue 10:00AM - 09:00PM, Wed 10:00AM - 09:00PM, Thu 10:00AM - 09:00PM, Fri 10:00AM - 09:00PM, Sat 10:00AM - 09:00PM",
Retail,Pier 1 Imports,"2410 Highway 35 Manasquan, NJ 08736",,(732) 528-3124,"Christmas Decorations, Shopping, Baskets, Discount Stores, Pottery, Visa Accepted, Vanities, Candles, Mastercard Accepted, Furniture, Variety Stores, Holiday Supplies, Pier 1 Imports, Gift Shops, Department Stores, Ceramics Supplies, American Express Accepted, Home Decor, Discover Accepted",[],"Business Hours: Sun 11:00AM - 07:00PM, Mon 10:00AM - 09:00PM, Tue 10:00AM - 09:00PM, Wed 10:00AM - 09:00PM, Thu 10:00AM - 09:00PM, Fri 10:00AM - 09:00PM, Sat 10:00AM - 09:00PM",
Retail,Sam Ash Music Stores,"155 US Highway 22 Springfield, NJ 07081",,(973) 376-5161,"Government Contractors, Musical Instruments, Music CDs & Tapes, Used Musical Instruments, Musical Instrument Repair, Shopping",[],"Business Hours: Sun 11am-6pm, Mon-Fri 10am-9pm, Sat 10am-8pm",
Retail,Geniusdesigns.com,"404 Birchfield Dr Mount Laurel, NJ 08054",,(856) 840-0788,"DVDs, Scanning Service, Web Site Design Service, Graphic Designers, Music CDs & Tapes, Shopping",[],,
Retail,Music Country,"728 Anderson Ave Cliffside Park, NJ 07010",,(201) 943-1045,"Musical Instruments, Shopping, Music CDs & Tapes, Wholesale Music, Musical Entertainers, Arts & Entertainment",[],,
Retail,Turnabout Inc,"93 Center St Garwood, NJ 07027",,(908) 789-2076,"Video Game Rental, Shopping, Video Games, Music CDs & Tapes",[],"Business Hours: Mon, Tue, Thur, Fri, 10am - 7pm; Sat, 10am - 6pm",
Retail,Grm Information Mgmt SVC,"215 Coles St Jersey City, NJ 07310",,(201) 798-7100,"Shopping, Government Contractors, Music CDs & Tapes, Record Storage, Engineering, Shop Online",[],Business Hours: Mon-Fri 9am-5pm,
Retail,Macy's,"114 US Highway 22 Springfield, NJ 07081",,(973) 376-8698,"Furniture, Discover Accepted, Discount Stores, American Express Accepted, Shop Online, Department Stores, Shopping, Men's Clothing, Vanities, Visa Accepted, Shoes, Mastercard Accepted, Women's Clothing, Children's Clothing",[],Business Hours: Sat 10am-8pm,
Retail,Ansonia Records Inc,"380 Kamena St Fairview, NJ 07022",,(201) 945-7600,"Shopping, Music CDs & Tapes",[],,
Retail,Stride Rite,"1100 Willowbrook Mall Wayne, NJ 07470",,(973) 256-0057,"Shoes, Childrens Shoes, Shopping",[],,
Retail,We Buy NJ Real Estate LLC,"4 Bloomfield Ave Bloomfield, NJ 07003",,(908) 578-1981,"Real Estate Consultants, Foreclosure Assistance, Estate Auctions, Shopping, Real Estate Sales & Services, Real Estate Investments, Real Estate Agents",[],"Business Hours: Mon-Fri 8am-7pm, Sat 8am-2pm, Sun Closed",
Retail,Corporate Essentials,"2 Cranberry Rd Ste 2A Parsippany, NJ 07054",,(973) 402-1088,"Wholesale Office Furniture, Wholesale Foods, Shopping, Office Product & Supply Sales, Unclassified, Advertising, Coffee & Tea Manufacturers, Coffee, Coffeehouses, Wholesale Distribution Centers",[],,
Retail,Allen Paper Supply,"PO Box 1262 Morristown, NJ 07962",,(973) 538-4826,"Shopping, Business Services",[],,
Retail,La Rumbita,"6409 Bergenline Ave West New York, NJ 07093",,(201) 662-5544,"Music CDs & Tapes, Shopping, Courier Services",[],,
Retail,Stride Rite,"651 Kapkowski Rd Ste 2004 Elizabeth, NJ 07201",,(908) 289-2724,"Shopping, Childrens Shoes, Shoes",[],,
Retail,Sears Hearing Aid Ctr,"51 US Highway 1 New Brunswick, NJ 08901",,(732) 937-7305,"Department Stores, Shopping, Hearing Aids",[],,
Retail,Macy's,"400 Commons Way Bridgewater, NJ 08807",,(908) 725-1400,"Mastercard Accepted, Department Stores, Children's Clothing, Computer Hardware, Visa Accepted, Shop Online, Women's Clothing, Shoes, Shopping, Men's Clothing",[],"Business Hours: Sun 11am-7pm, Mon-Thu 10am-9:30pm, Fri-Sat 9am-10pm",
Retail,Paramount Coffee SVC,"198 US Highway 46 Fairfield, NJ 07004",,(973) 575-0063,"Coffeehouses, Shopping, Coffee & Tea Manufacturers, Coffee",[],,
Retail,FYE,"755 State Route 18 # 542 East Brunswick, NJ 08816",,(732) 432-8389,"Video Games, Video Tape Manufacturers, Music CDs & Tapes, Shopping",[],"Business Hours: Mon - Sat, 10am - 9:30pm; Sun, 11am - 6pm",
Retail,Spencer Gifts Llc,"6826 Black Horse Pike Egg Harbor Township, NJ 08234",,(609) 645-3300,"Marketing Consultants, Discount Stores, Shopping, Women's Clothing, Shop Online, Visa Accepted, Mastercard Accepted, Discover Accepted, Stationery Stores, Gift Shops, American Express Accepted",[],Business Hours: Fri 9am-5pm,
Retail,Sears Roebuck & Co,"50 US Highway 46 Wayne, NJ 07470",,(973) 890-2182,Shopping,[],,
Retail,Best Buy,"675 US Highway 1 S Ste 1 Iselin, NJ 08830",,(732) 596-1220,"Computer Equipment Manufacturers, Hitachi, American Express Accepted, Consumer Electronics, Video Tape Manufacturers, Car Stereos, Computer Hardware, Visa Accepted, Discover Accepted, Music CDs & Tapes, Office Furniture Manufacturers, Phone Equipment, Mastercard Accepted, DVDs, Car Alarms, Shopping, Electronics Sales, Video Games, Wholesale Office Furniture, TVs and Radios, Major Appliances, Cell Phone Service",[],"Business Hours: Sun 11am-8pm, Mon-Sat 10am-9pm",
Retail,Day Care Raritan,"3 Thompson St Raritan, NJ 08869",,(908) 392-4190,"Shopping, Child Care, Music CDs & Tapes",[],,
Retail,T & R Alarm Systems Inc,"189 Sargeant Ave Clifton, NJ 07013",,(973) 948-2827,"Burglar Alarm Manufacturers, Hitachi, Raised Floor Construction, Car Alarms, Wholesale Fire Alarm Systems, Wholesale Security Control Equipment, Security Equipment Manufacturers, Wholesale Medical Alarms, Check, Wholesale Burglar Alarm Systems, Wholesale CCTV Systems, Government Contractors, Visa Accepted, Security Systems Consultants, Discover Accepted, Security Services, Crowd Control, American Express Accepted, Safety Equipment & Clothing Manufacturers, Security Systems, Mastercard Accepted, Consumer Electronics, Turnstile Manufacturers, Fire Alarm Systems Manufacturers, Fence Contractors, Medical Equipment Manufacturers, Shopping",[],Business Hours: Mon. - Sun. 24 Hours,
Retail,Relic Record Shoppe,"140 Main St Hackensack, NJ 07601",,(201) 342-4848,"Music CDs & Tapes, Shopping",[],,
Retail,Macy's,"500 Garden State Plz Paramus, NJ 07652",,(201) 843-9100,"Department Stores, Discover Accepted, American Express Accepted, Visa Accepted, Women's Clothing, Shopping, Shoes, Mastercard Accepted, Children's Clothing, Auto Parts & Accessories, Discount Stores, Men's Clothing, Shop Online",[],Business Hours: Sat 9am-10:30pm,
Retail,Macy's,"237 Woodbridge Ctr Woodbridge, NJ 07095",,(732) 636-2450,"Discount Stores, Shopping, Department Stores, Shoes, Children's Clothing, American Express Accepted, Mastercard Accepted, Discover Accepted, Visa Accepted, Men's Clothing, Dentists, Women's Clothing, Shop Online",[],Business Hours: Sat 10am-10pm,
Retail,Flipside Records,"120 Wanaque Ave Pompton Lakes, NJ 07442",,(973) 835-8448,"Shopping, Music CDs & Tapes",[],"Business Hours: Wed 11am-6pm, Thu-Fri 11am-7pm, Sat 12pm-6pm",
Retail,Sears Service & Repair,"8000 National Hwy Pennsauken, NJ 08110",,(856) 317-2511,"Department Stores, Repair Shops, Shopping",[],,
Retail,La Explosiva II Record Shop,"283 Park Ave Newark, NJ 07107",,(973) 483-5566,"General Merchandise Stores, Shopping, Music CDs & Tapes",[],,
Retail,Sears Hardware Store,"1500 Route 47 Ste 21 Rio Grande, NJ 08242",,(609) 889-1725,Shopping,[],,
Retail,Amantel,"21 Holly Rd Iselin, NJ 08830",,(732) 983-4332,"Visa Accepted, Shopping, Diners Club Accepted, Mastercard Accepted, Discover Accepted, American Express Accepted, Shop Online, Telephone Companies, Telecommunications, Music CDs & Tapes",[],Business Hours: Daily 24 Hours,
Retail,Rockers Coffee Co,"133 Palisade Ave Cliffside Park, NJ 07010",,(201) 840-5463,"Coffee, Shopping, Coffee & Tea Manufacturers",[],,
Retail,Latino Records,"92 N Beverwyck Rd Lake Hiawatha, NJ 07034",,(973) 588-4889,"Shopping, Music CDs & Tapes",[],,
Retail,"TRADE 1 Audio , Video , Games & Electronics","712 US Highway 1 # 302 Edison, NJ 08817",,(732) 572-5556,"Consumer Electronics, Shopping, Video Games, Musical Instruments, Wholesale Music",[],"Business Hours: Sun 11am-6pm, Mon-Sat 11am-9pm",
Retail,Poncenos Record Shop,"109 Shrewsbury Ave Red Bank, NJ 07701",,(732) 842-5548,"Shopping, Music CDs & Tapes",[],,
Retail,Primavera Regency,"1080 Valley Rd Stirling, NJ 07980",,(908) 580-0707,"Shopping, Banquet Rooms, Catering",[],,
Retail,Main St Coffee,"311 W Main St Rockaway, NJ 07866",,(973) 627-6088,"Shopping, Coffee, Coffee & Tea Manufacturers",[],,
Retail,Grooveground,"647 Haddon Ave Collingswood, NJ 08108",,(856) 869-9800,"Music CDs & Tapes, Coffeehouses, Shopping, Restaurants",[],"Business Hours: Mon - Thu, 7am - 10pm; Fri, 7am - 11pm; Sat, 8am - 11pm; Sun, 8am - 10pm",
Retail,Record Menagerie,"300 Acorn Dr Bridgewater, NJ 08807",,(732) 563-1358,"Shopping, Music CDs & Tapes",[],,
Retail,The Smoking Dog Cigars Tobacco and Accessories,"300 S Lenola Rd Maple Shade, NJ 08052",,(856) 231-0202,"Visa Accepted, Pet Services, Discover Accepted, Cigarettes & Tobacco, Debit Card Accepted, Shopping, American Express Accepted, Mastercard Accepted",[],"Business Hours: M Closed, Tu-Sa 10am-8pm, Su 10am-4pm",
Retail,Macy's,"755 State Route 18 Ste 100 East Brunswick, NJ 08816",,(732) 238-1400,"Visa Accepted, Shopping, Computer Equipment Manufacturers, Department Stores, Mastercard Accepted, Children's Clothing, Women's Clothing, Discount Stores, Office Building Operators, Shop Online, Real Estate Operators, Men's Clothing, Computer Hardware, Shoes",[],Business Hours: Sat 10am-9:30pm,
Retail,Brick House Coffee,"3250 Shafto Rd Ste 8 Tinton Falls, NJ 07753",,(732) 938-9505,"Coffee, Coffeehouses, Coffee & Tea Manufacturers, Shopping",[],,
Retail,Discount Trailer Warehouse,"1946 N Black Horse Pike Williamstown, NJ 08094",,(856) 875-2112,"Recreational Vehicles, Camping & Travel Trailer Dealers, Boat Storage, All Terrain Vehicle Dealers, Trailer Dealers, Shopping, Auto & Utility Trailer Dealers, Wholesale Utility Trailers, Trailer Equipment Manufacturers, Wholesale Trailer Hitches, Auto Parts & Accessories",[],Business Hours: Mon 08:30 AM-05:30 PM;Tue 08:30 AM-05:30 PM;Wed 08:30 AM-05:30 PM;Thu 08:30 AM-05:30 PM;Fri 08:30 AM-05:30 PM;Sat 08:30 AM-03:00 PM,
Retail,Stride Rite,"500 Route 73 S Ste D15 Marlton, NJ 08053",,(856) 396-0232,"Visa Accepted, Mastercard Accepted, Childrens Shoes, Shoes, Shopping",[],,
Retail,Windsor Galleries,"2185 S Tiiu Ct Toms River, NJ 08755",,(732) 341-1929,"Appraisals, Clearance Sale, Business Services, Shopping, Real Estate Consultants, Real Estate Appraisals",[],"Business Hours: Sat-Sun 24 Hours, Mon-Fri 8:30am-6pm",
Retail,Puebla Travel & Latin Music,"129 Clifton Ave Lakewood, NJ 08701",,(732) 363-2424,"Shopping, Music CDs & Tapes, Travel Agencies",[],Business Hours: Mon. - Fri. 9am - 5pm;Sat. - Sun. CLOSED,
