industry,business name,address,external link,phone number,business hours,additional_info,emails,teaser
Food and Beverage,Harley-Davidson,"11005 N Interstate 35 San Antonio, TX 78233",https://apis.elocal.com/tracker/track?q=11888318f991e8a28d9a897a56003f7cc3b496477bd970063f1f74074064ba6ce456041e81e010125226ff0801ae33643baba1315b39a77ee665d772fb0269c5c67866c897cd7b2a4be164b126ade896f2cf503c12a301e65d3225264fbf0dd7f17b12c2d9e54ac7b24b9edeae9c983ea5eb31cbe9250c70105ad0460436865bb604ca54c76837e883f5fe3b0579b049ab85bdb45543a44640180730004ff73a721b81b5d7863029f6a9a530a86fc759e7dc3cd5d24477dad743cb9054d9a001cbbb738946d18aa67a86d7373ed0bac13832cb5ca26a679a7a3cd13aca79b5d70f846873646a0723b2ebba2b287e434f2989d1790110728f5cac8dae9ba77b07233c5ad0f96692cf48e6a86b418e86b5407b8df1ab91e7549d008f50f2220d6bba27a822d071892e48e097ef9401c78185b2963f15abd2b7736371445aaa2397de11605c11e3b37b3ba85e21f9afec8434aba66f3d7823ca5768e62c1f0e882e2dd0541eca0566567362fde0e285feb079936f3c0a1266d89038bc4cd25205fbbd7d4ae5dd3f400b88cb60b15b0661e44775ce8c0a85ea7e682f8c936107b4ff9e7baa3189afd6ecb273280944dbc4ad94a99e91a6f14c22e6a39437ac24ac5ad67b9ef48038c9d9797adfa8fd8d78e0c55bc7f38b1605ee1f04d97302fb14c857e3dc63a77ae0bfa7b80a9c9f00db82eef6cb2f853753a08210938cbdda7d764481729b9a0059f99f8dd559497ac0545250eb9ca6ccc4a6edaa4a41e14029a408fb1bbe2a6df2b0f9fbb1751baf6a4478c14667140b85c4726ed7d43cea6ea14083e9ac472515410adf26c0559fd5f12e47f765a78b74dab5853273cdd0a966ae94bed25227b943c2912ccc9054ddd388654c0d7adec6aa6225990e7d7b0d1debaa92a2bc2d6e34a11dc7bd2c942247d939b3445edf24e325cf7827ab95983f2cc62067765998aa4a5043552ac16489c87b37ab74c908d78002d6e5761763db,(210) 646-0499,"Business Hours: Tue 09:00-18:00,Wed 09:00-18:00,Thr 09:00-18:00,Fri 09:00-18:00,Sat 09:00-17:00","Food & Dining, Amusement Parks","['randy.pennington@cowboyharley.com', 'brittany.aasen@cowboyharley.com', 'jamie.lee@cowboyharley.com', 'danny.delbosque@cowboyharley.com', 'marc.sheck@cowboyharley.com', 'sheila.victoria@cowboyharley.com']",
Food and Beverage,Tejas Motorsports,"347 S Main St Highlands, TX 77562",https://apis.elocal.com/tracker/track?q=e320b4fe593430d2da3876687352a1046db1d5ab9e85d0a1c44b651fb40d4e7401cf772438138169a0429f8edee20b9ff6abc68a4849d079b4585bab9414e8cca8e156544f1923d456393eb9ce872d60f92498f86dde146706dade005822595043ae3fbeb59ac0221d94c9b897107dd8bb46057a64a2be2979058903b7e6b44b53c0e04a02c0dd465067818b24bd2304c62cbb16c1a50050fd22ac3c976404b24d77c70a6941908c5774e629c0ca538d06cd519fa6de8cb16b00454227488a7d67e90a3f16c8faad65d8eab4f51f22b4c44fbdc849040b2e78a9c6a507d719b0fba4101852346e69e08de7c2d52f6985415bd0dda5b861f104a0861f330be43bdaa41e3f61d6a34e5bb66a4d8ff3976e40f824de552d8f550b89e2071367ef4bc9f2e89d45fa8aac52a2627dd4a89de83bdba74b445f3827d773dd09c13371c13c8305f0683353f89bc7283aee312f7593ec0a794f83725b1527f6d207ea5d3239f2a0f0bdfaeb6a06bc2bb982cdb55ead1849ca44a9e28fade028d5fadf0ed730ad45825b6fa33b7568e4a250eb26b0aa5af8254132eeae297be8223814fe0d410f4dd6d45dd84a3149b36294b3ccb1c40efd940af859c259927def5c2a9e292913a4c843f9d80b1fd8fe05a6639499bba12be271e9cc9cde9ae0d1beebf3666c8b1e0102ddb4c362c45beb00021ef7d41d6a1da9f9a5d337c6cce563fea2313ea98c1df2db882121781eb36a39b0b7087528359f7a6f439b09f84607ff23113a76c8fecc72876612d331e010c1bb40856f1d5a16c7563de19a62f2193fe4070f538f2e373523429a462d0bed3ab8c9fe5726481b15b7a6f4777b769a95f3296ee17354ed4fbc9784db76f742357c82b372ea2ab91f1a6c87b7bec36b68ff4a190fac868ddeaa8bcf14e78b9231a45a5fea858943d344e695dd3e7068f7f9d8771eaa6344c6d8db9d1cbef1de92427f7c71b9c0d3677e23a78a3c97c6747dac,(281) 843-8591,"Business Hours: Tue 09:00-17:00,Wed 09:00-17:00,Thr 09:00-17:00,Fri 09:00-17:00,Sat 09:00-15:00","Food & Dining, Sporting Goods Sales, Asbestos Testing",['sales@tejasmotorsports.com'],
Food and Beverage,In-N-Out Burger - E. Central Texas Expy,"2006 E Central Texas Expy Killeen, TX 76541",,(800) 786-1026,,"Food & Dining, Fast Food",[],
Food and Beverage,Senior Citizen Ctr,"319 S Main St Muleshoe, TX 79347",,(806) 272-4969,,"Senior Citizens' Services, Food & Dining",[],
Food and Beverage,Brownfield Senior Citizens,"500 Bridges St Brownfield, TX 79316",,(806) 637-6933,,"Food & Dining, Senior Citizens' Services",[],
Food and Beverage,Lollycakes,"5425 S Padre Island Dr Corpus Christi, TX 78411",,(361) 906-0244,Business Hours: Mon-Sat 11am-9pm ; Sun Closed,"Wedding Cakes, Food & Dining, Bakeries",[],
Food and Beverage,Cupcake Couture,"11851 Bandera Rd Ste 122 Helotes, TX 78023",,(210) 595-6375,,"Food & Dining, Bakeries",[],
Food and Beverage,Perrys Steak House & Grille,"2000 McKinney Ave Ste 100 Dallas, TX 75201",,(713) 523-7900,"Business Hours: Sat-Sun: 4pm-9pm, Mon-Fri: 11am-10pm","Restaurants, Food & Dining, Steakhouse",[],
Food and Beverage,Mike Anderson's BBQ House,"5410 Harry Hines Blvd Dallas, TX 75235",,(214) 630-0735,,"Restaurants, Barbecue Restaurants, Food & Dining",[],
Food and Beverage,Dream Dinners,"8201 Broadway St Ste 111 Pearland, TX 77581",,(281) 485-7304,,"Food & Dining, Personal Chefs, Restaurants",[],
Food and Beverage,Grand Lux Cafe,"13420 Dallas Pkwy Dallas, TX 75240",,(972) 385-3114,"Business Hours: Mon-Thu 11am-11pm, Sun 10am-10pm, Fri 11am-12am, Sat 10am-12am","Cafes, Restaurants, $$, Carry Out, Visa Accepted, Lunch Spot, Upscale Casual Dining, Mastercard Accepted, Group Dining, Debit Card Accepted, American Express Accepted, Traditional American, Discover Accepted, Food & Dining",[],
Food and Beverage,Charlie's Bar,"1820 W Mockingbird Ln Ste 28 Dallas, TX 75235",,(214) 630-5475,Business Hours: Monday-Saturday 7am-2am Sunday 11am-10pm,"Bars & Clubs, Catering, Restaurants, Food & Dining, Lounges",[],
Food and Beverage,Mancuso Central,"535 North Loop Houston, TX 77018",https://apis.elocal.com/tracker/track?q=941934a1cc374bab4c174d1dca9ce0ce97768a0c9fadfdfc8381501389c76c02bd8e135a3c9caba3d3a6b0dc25005f3fa8a90f893dbe13a53dda83f60a39be9e21c73d9136a2db3f068b652b895cca27fb25169f3d742478e70d9f24b50889d734fe5facceaef13f42825a1c899bea28d28048eaf448dc73b98f32858361accdbe449d7818465cb82d028c336118a942c1e455f860e07e01c0fcfc3c4dfa68c992e9b70a3a0fff089bc59d506978700a80e0e11c1552f0290a6716b249c072a8ec40893c57de0094502e104c0cd8c4e26fadaf5853d62f1e630e5a3fb45e932abe7994a8561d7e325838eae939a52ae29addec013bf1ced52094b8f767581156844993402d9e02d6f69685d754cc973e0bc34a579e3aba111f83d06137b709f0ec61b777271df809c32af0eb1b9603c9f0b1841275e7e80a8ed5941a93487858a499cb33a9553a4935fe7d6a27419c731f9b9f237270480b04573077347bacfd701a6ccb227f60dc9ba2848da4b6e15ff1ec173406b5dcc535d05a72dc9849fd500df35a793110b7d48106a742fb6ace98a3a416968a2c6920cccbdb7671ae304b4132fc8442a5824d6dabb557e0ffc4de838ab72a47cfdea9ed6169467385f86ec7ffacb3203c6c0ca9b357eb4c34cea6013abef3e9b2a9538bfd493be56bb0b4bf1152312cc52418a49331fbcd6b39535557a73ab92b44de19ffc7151b9710e05b6fe4e873ebbbb7e9faff579df852554981f43d3fa6314fd2433ff5c13ee321da004ac365b0c2fa68c398d99732916db846df6d36ea25542d707f24282b764356b0f9c2a24b23e8bbbcd4294e7734069689792d57c25dabb01c1251fb9ad482857bb6c5bcd5100af16928ee2cc142bd7f9b3ad21a313e6434943fa38980ba33faabc11f88f222498a95da508262a5e0ea6eae5c67345f0fd0abc97f095a37f6f13406e1eb6a5970b21dc2e7928f895ba4031ee27aaa9f14c10b4c6aff4d70,(713) 489-4955,"Business Hours: Tue 09:00-18:00,Wed 09:00-18:00,Thr 09:00-18:00,Fri 09:00-18:00,Sat 09:00-18:00","Food & Dining, Amusement Parks",['dickson.mann@mancuso-hd.com'],
Food and Beverage,Redlicious Meats,"4011 Wilbarger St # B Vernon, TX 76384",https://apis.elocal.com/tracker/track?q=4c13e358c81e909f4a51821454d3a42bbb71ab2bd961697360603a43fd86956f868d254d1d4180b3948689f6303454cf6248e45aa856f5b7557243a913a1fc92a4d3b5e06ac0f73ea4cb06e0151fa23a32000649948221d1d8c78c33aef8d72cd163ad17cf80bf1ae7e8e122f5aefd63d51ae57b1742c80abadb81ebe00a6257212113ec3a352b74c0d8a9ac0ed4a9369faddb99d8367e44bccd56d54d261233c9c201848df8e56d6db173169d744ea3f0eb0888c75f1070a3983ec041f21e9488dcfeb0f87dc959f9b8fa9add9a32178526804050fefd5febdcbb7aa16e43acee273f4cb00af0078debe3dce11e3869b1cdadfeaf95c47f8ecc988f1521cde97b9eddf63950ad5a194a3be837595ff6e0c18cc086693acef2c3b0b5c47711a7d50215bf8f7f8da71b6a1ff6509f0ae31b223421ed361ae70ee597fdc09b807dfa291d00499e223207b057c84d3801775f3055ba335e80595eb3f1a613031df2400bd256f9c99392f12c8e2fabae8fd68dee01a88f40d74a0f4f54037008284d54994e13ba8c81223b031f491019eaae2a7f1d297b52878129322458b8157c2bd51f642295fc53b59fd1e573d603cfb7eb8a66bc15a8c3fbb61a6a6dd09395a7a6489efd0277c7ccffec09cd294b7c184f7df5b50c09399693f98c5753abcd8559ad12641b69fc8dcc019f8813ce31757d793e0f60684ffa8232eec27801428520a281bc099b2fdabc76f71418880cd4af203f151521fbc241d76c942f7a36c7902b86c445f8536abd3cc4835c1d91e7d1985fdd7d88659e4cff0efbc528cf72574a37e5977dd54807d0deb4422db2753423b1a5d1a6ea1be9e7a7d2ba8f9747f2101c599a01abe5a673876ab9f06dbddb1e1d6da1fe4b849edc6800287dcc8b6de450f6421d816c3ed7a486a863aff7a828368a7d75d5f63f511f73655c48b8317855a4e4d8dedf96e48e9c0ced9d0236c730c4297d3133384d1ba4ce150102,(940) 553-7117,"Business Hours: Mon 11:00-19:00,Tue 11:00-19:00,Wed 11:00-19:00,Thr 11:00-19:00,Fri 11:00-19:00,Sat 09:00-15:00,Sun 09:00-15:00","Food & Dining, Butcher Shops, Wholesale Meat",[],
Food and Beverage,Hill Thrill Motoplex,"14014 Northwest Fwy Houston, TX 77040",https://apis.elocal.com/tracker/track?q=bc2078d007ead732e371342fd079b09444568e944181ccbf53956e154ab231031dd6b293fa192ef624e2520fce8f29063d8dfc92152c05c4affd9afd7518c1680be35fef087f1561fd3393b788c2c856185ff8c5999eb206346d75aeaddeb29b9cd5a40382ae00370c9d5a4ec00373a0cade8ee46168e594a5c9596b9ccfc058b1fcd000b2836e1f2cf20d599413b5c3ae0b92b0d612e86ab65c3ec1ea12bd0f320bb9cd59da491e2e1c9526d09e636cfd945e86a6d54f370b5e6689f79234ca7f4169357cbab10e9566c733af0a49ece591501178de088949644393d24623cfee48bd11aae1a8f0bfad9fce8699d8d77862b28905b82dac95150cef4d6266277e60957c481dba0525d001bc089acf02463908f90c6ca3f1366b2fece150f9e85be7edc2427b5bf568cdf52c4b6f618656a9db09451ca3ec4e51c7371658a0290ae504eab2c5d35ef42e6475066faeca786c7a398c1397106cfcb6a8baffbbe7aa0d401fd55dea24a0eb8487f9e946a7e9a90cadcbd5e46cdc0ec396e4474009993ca8504a5183d0286a52c3b5bc24ca12139f372572f87d2162fcd4c95784cfd5ad4c519d0f6adfd004529a21590ebd0c5b396a28ec893f9c3737d2a30c173b45398a03e8f128b0aeb9d6228780fd77a592b8ec2379c40dd20368a12788f38e05905ba81846b1786f8824722613f0eb6eeca9788165d721168936b30a64e635cc5eef4c0be32fb5ef700b49f9b6361de6cbf307e961aef25d9f115652d0b264d0997a3b5b9d8b13f72a8d98c1ae6e6d2d02fc6655780cfe267f412820fcfffd250c615476b2735b147a19be633149644c9b6ac6cef810e985c3624880e4128d39d148ba0433811f362b2e1fc66832e7c6c6d07788de68f0470d9db184e7cf5ee2ecc0c0c75ba0f4c06ce95f3d23451f8560c7db5b6519bef6d945e9c92d530cc140afddf79903999204561666a54e62d5d8fd85b2f10a4bef25ce2979d63dbe,(281) 888-9841,"Business Hours: Mon 09:30-19:30,Tue 09:30-19:30,Wed 09:30-19:30,Thr 09:30-19:30,Fri 09:30-19:30,Sat 09:30-19:30","Artists, Food & Dining",['SALES@HILLTHRILLMOTOPLEX.COM'],
Food and Beverage,Ross Motorsports,"1003 N Timberland Dr Lufkin, TX 75901",https://apis.elocal.com/tracker/track?q=49e3ab8ee6aa8672dcc0a6bc210859fe7679f8aef1a4e7c48d3e32c92784d2f1036bb8ad378030b39b09230e791d693acde9d227e5e10405723b57290aad3eb62ffcee981e2441b4fdc87c1d3c34a1e5c06aefd1a50805ef5d61694556e95d45a97aa58975a1d73459740ac3cba5f9fd3385117b98d7e5096fc77c11c137076448e3f4df444fd9c1c8eb153763a2bf8174e8dbce4e3ffba29e15d17926bf5ace4072fbb740180cb89e710b72d073415278b7f0a12dd69281cdbe9e5dcda246e6b9415e52c8891480f232c54800c10af71de4bda138f36e0f472a29c9eabef9afb10c7c5832dbf0eddd5f65d471fa76d5c9adb8f3112086c9e74317779096b71c687d847d343a5d5049bb5f7bac63d07d2ad990c0d3fcbdf4589790fd6c64def41e8768c4a44b46e1d2ff4db300e4cf6b9537790f1a20c8d8879f398c0c458703a5456b46ec95fe023c8b00c56b5893206617f0b18496f7c95b93a4bbfaa8029175ff7fa377e83e84ab8d3a885c57d7a33831ed36ae79affbf45c0fa92ff222f6aa0c782d4135015d45db3f296042facc64521544512229b704f2ca4a7e9b3215b82ab45e993e8f6c2413d562a8468f2eddb46f3f9fb78f0d3c42af8f685df524ab0780011e636abfc4f3f512234e53c68ade567f6c8defd08db8c1855c542a91961297942d12c1389870fcb75f8197702e8e7e14b5c492e15ccab92dd6727eb199962a972e1618b5c26c28f3c74b4a0bbc4e49249f26d9d442a194bf7c6f0650830a3d49fe69d4feaba0c98ce984c009048b7efc3da320568974a4272a11162a23e34d20e4593ae4f77562a8d03d4b3e196333eea009f9467beebc1f08aaec589481beaff16635192841ca5eb72c5698ad467bf42aa562e6558df11a408623f403bae151fd47b09c0bf5a583ab5cd652c0442368876348d7ff1883cc2ac503192caa21fedf792deb3802e2d0bfb82c325cbb4565a49400efa76e7fbb919e48ca,(936) 634-6711,"Business Hours: Tue 09:00-18:00,Wed 09:00-18:00,Thr 09:00-18:00,Fri 09:00-18:00,Sat 09:00-16:00","Artists, Food & Dining","['srossmotorsports@msn.com', 'financerossmotorsports@outlook.com', 'rossmotorsportslufkin@gmail.com']",
Food and Beverage,RideNow,"117 E US Highway 80 Forney, TX 75126",https://apis.elocal.com/tracker/track?q=29a69a97e5e3d561a34cb2fc601810f160b5115f0344b97933c61a1d042900d4c826e911beab32a04cc78d17b3ef2a7334040ed24ab5110d1105f9dd7917348ab1d95c7f03c9762644891e55f737b289155023844b6aba517f4461e1d443d4e2ebcebbed8f215a3be9f5ae199b653c3ad0bcbf77228d061d548d3804e3f2ac4e8e728c6907e4c745673e0ad93d70f329dd60976b17c535573cb0570566403b302e1409b8da6e0a03dd6a58c3032989e8f35ef6d3fabb17fa82a8acaa929b43a7b6741d74de9aad9b3cf5c6d5987b7e25801247bd484c2a4060743287b1727992c9039e4fcaba6d7a0cc9c514a557c2a9d469b1b2a6295a379608027f27d3b5111df6913fab521e3a940fdd74d761362f298c41df2ddddb1a623e1bed9e4a19694e36593ac45b0b62a5c3581fddacac94e00d8dbb70cdac6b0e6b9f10602a0cc5db1aa10e70e62e0ea7f95d794de874ba522ff6ab46f3da0e74a205a32b1729b075d508d0ca8c18de904c85bb64afe7740e50d64870c313d733aa095273af97f656343e4c98147474f62c1765c028ef99729a774caa755e15bf4fac2baf68c5272535ff654b51736dd9b8a74ef8c70478c9f6ed7ffcec19d14413918f38a453de8e20f64c5150b2ed679e5d800c9dc5aa1dca3a28d7fc6c7de2fa305fd1b2dc4f25376ad2d0ac2b3300c26e068ef2149fd41be3e2526b838c978a448b9181641a174b1b1d21590e49d6ed8892bc6ec765953ec786c37bb620f92ad57f292a757d2424e1397aa031fa3d5e0af28f014cc8c2c1460b3c8277d6bac1e32290d001ce13b6d417b04a0557eb0669faf34b0cc26d969c7d16e8a45bfdb946b63a9f936c825ef3125997027b747a9b227dbcffb5bbb0a8c773996f41ce9bdbdd658c75e9f79e99da5d0c6547ac6db43d691b76e356aa26365dd284a4b146a7f9e82bc572a46a1992ac0ec401cc099fe671ebc39044d9488e282a21fc3fd3daa8fa725707,(972) 552-9344,"Business Hours: Tue 10:00-19:00,Wed 10:00-19:00,Thr 10:00-19:00,Fri 10:00-19:00,Sat 09:00-18:00","Food & Dining, Asbestos Testing","['nrqjgksa@mailparser.io', 'matt.tucker@ridenow.com', 'cjohnson@ridenowforney.com', 'heather.addleman@ridenow.com', 'sales@ridenowforney.com']",
Food and Beverage,RideNow Decatur,"201 W Thompson St Decatur, TX 76234",https://apis.elocal.com/tracker/track?q=74cb60d010e46d341b0e92e166d774cc66d86a212acef22eb30820d92d9ce126fe14bfac20bf7ea58c81da1b0815bf575a270ad14d738cd360455effa9494ec5e4328cd94afbf8ae0b0c6ad2c9e6dad669b24c9a97ade0aaf861d22437261a762bcd44d92082204eaffcce3280217d55252a2cdc8875c8c5f2449fab492c97e8f58fe3f8d9a5ef0ad61b9d8e9a043b0a3895b5cc33939869ca1f78f1b08eeb6ea26f5dbab300225059043d491515a2f8790a09c144abc476eb620c0805e529ae02f8720dc38fcc113d4b3eeb17711feb6fffd04d1e95904f1ebe1c531cd21579a4b79bccfeffe2c713afd895a40b7322f82c6dd27786f7a28f1b01e6dfedc4d52ffc4d948afef3ebbe70d5deb1c98528743ddfa8b58f05aac2da0c0fd2db01be1751480f6e39a8df5ed365ed078c49697205eb3bbe3be75cc4b28796d4dfa4fe1c926ca6248f9285674d1ae57d63e0c182ab090f2b5a786123e8a0080e3c4dd2720f3e36e47dbf9e2c88cf9fdb7817aa0cb6ddd216736a4cd7cf730a139cbfc39379af3d976adda0cf29f3bd39fba071f105b97c902e5b1dcf348936ec0618a8c2e20e02e5de8138406763c8ead5d8bcf56a6c6e82543690e5e127d2fb05bc5e019ba02697f6cae29ab1d32ff5ec2a8c3975c29f0dd59706ca09a60bf882cde28abe6127fac9fe6e246625babc8cecee77e478cb0b0c28fff24276b385195cda72b17f29dcb447d404f205df0dfc1a4806a912096578348989cca712201fd4faae46251788729f2507ee04dfd8b1a11e1914dbf67b67ac4ca7e93a32dd604ffec808f44e4f8203f9a31b684fdedd615eabd547bb126273df3a2e3d1e75d17f1318fcf51ab68d1976be966528d5caa397c055f307d42824dfb3677973aa73a292fd43660b8e1072f756014c9b7e8a8140ffc82e8673582da435d09e716efbee929e458b8dd561dc4fdc3a5ff9974681424daa09c3fc21e7960e4441c9e9764fac,(940) 627-0627,"Business Hours: Mon 10:00-19:00,Tue 10:00-19:00,Wed 10:00-19:00,Thr 10:00-19:00,Fri 10:00-19:00,Sat 09:00-18:00","Sporting Goods Sales, Food & Dining","['nrqjgksa@mailparser.io', 'sales@ridenowpowersportsdecatur.edealerhub.com', 'bailey.tripp@ridenow.com', 'shane.raney@ridenow.com', 'webleads@freedomdecatur.dsmessage.com']",
Food and Beverage,RideNow,"3850 N Central Expy McKinney, TX 75071",https://apis.elocal.com/tracker/track?q=986a66aea91aa32b47ab6942d9bd43622df920350801a0a1c5b032466fe7a47909811b58661e25c07e8e8feb1da47a8285f730ae16df5c2fd99df7868e0c12225d2e5f5f1929d0011f363c61b14902387e0685342e1319bb6b5d63d20d4e76a20123b8c46c86457030b93c45879c2d30bbc2368ba89137f20afa3b6ac59224efc865fc8000cdece1c153fe76f5017330a73ff96b4199d0b20e3d673ecd764a184ccef52787995cc7c2ebddf3cb0155be970e3613c966c37b6092797869ecc5a3dcec4ec26ed7f1454acc0ce4260381f0f3bb5b2c2e7aaf210a3e16fc01f713766ff475b9bcb2ef280e87d4e6254a0fbd4d0bd39c3267a3d1eee4e3ac867661cfebe4b3963ea0d2f3c9ba64c4833d1e688392107d698f3d9b537db720d4c13c1b9b9e416511d27cb4da311ed8a44404117b6188fe5994a9380c639b0c6ae1b567e219e1b8523ff1930536b8b8647029cfd5f2a9d0ffc8aa1e9bc93236d5177b687dc0f009e1158999da9e600197e9dd3179599c0e669b89475942aa8e142c3a3482e565e214d07f78c9cd51b19e1b7346d337bcc382eb74ff057c23373a41b673bf50219457d1d8781e072ce20f7d5e8a0b44f230f22489f5891e90a2a7b98476d83d8991711889a2019fcdc825f62b89e28ce713a8c2bbc2aa4ac55f5f265d524475d94901ad49482cc383e88f133e0f36ba181c1a663598a978cbbf1fef0fe54207d4c95ed7d8b465b0d0abb8d9aaea34abf04dea5d2a3f3abc6893a2e9e5f59c20be45c25cefd4709719c787b8df8dcf39d561c57b3ec6137a3cca3ec071f7605d515e837c09ec1aad41043981e9a42e4fb42d240f1bfa71ad5e24c67b092a9d17cc9cfa25c1a56891845fd5f1e5a477655be15da9b0a91e7bcfb5605ce6ea804ef01a88c415270fec1a206c29bfe91f717865b45f6ff8689f813e32d8849c08d5812d4931508f9d4c77728fcb315234259eefd598126d2972ad500677ef14,(469) 659-7830,"Business Hours: Tue 10:00-07:00,Wed 10:00-07:00,Thr 10:00-07:00,Fri 10:00-07:00,Sat 10:00-07:00","Food & Dining, Sporting Goods Sales","['nrqjgksa@mailparser.io', 'sales@ridenowpowersportsmckinney.edealerhub.com', 'jonathan.sherrill@ridenow.com', 'contactcenter@rumbleon.com']",
Food and Beverage,RideNow,"3202 E Interstate 20 Hudson Oaks, TX 76087",https://apis.elocal.com/tracker/track?q=4463f7f5b84df1046c4a499a3ea4c5ad56a65b635b7b50b69781a2887485983f0c4b520089f66b0a6a23bf1dc0888b1b6295f670b544eaad8498f8e95a27f5434e1dc09016470963aca01a45dcba5033ac8d10b9dbe875e6e67d9b6b063ef6a147c587e143f8d7d53d3746706abf4b4ffca745d373e0e951e5542bc284cbfdb58bd5994d715b34224b851ff8c0f2cd3f8e9de9c280c04ad1d43d20ab7ef7f2893f12f529d900d5c0ec458772eee6f51a61a5d520feaddd2f03e7104f4142d7c9c25d5df5010af46e82ac731a3a93aee2bafcd841d5bebbf01c0e5d05b9f814944d3d16fcfdca63c405644af58330764c5871d0b9ee1bcde35be20963981c3b67529d48ff136c1d9e8b99adbaf13b8658b13046addd8c336f0145a1cf5c86e755830da067b8e4464b97bfac6516521e96f1d4954c09e81724217043fb060ad31cc7a58ff321022eda633cc38178bc2599bc72c02ca1067ed4d353c22a87a70b71362385895d1c224155a9e9d58da173ff38f81956a742de308524b2eb44fce829aa9e4c56d5659f3a0a00c81d8d99baa59445d6612f25899d4da451eef1e68fcb1263a573b3b58e5170a43ab9fccfdd48410c967a64133fc39ffa9aaedd46128a9e1d0e1ee9687b82b2b0d1a6801ff21df4cba3b8259db2fc02f9d10de0b36047bdec5d5f6f814112b2997457d0c39db29975c9bae341ecc42c6a7d270a59bc9b8cbee1c9946cfc051fa6d2fe06080f1a07d09975ff3113da5e4229a8139ebf0c600fc22f5e83a3e25d59dd55d0b070f848624650544ccd4498e6107820778a77fb91d1c5eafd2c7f9d0d965faa3206d48259a339992012bd0fac0afd7d51be90cadfce1bb6bef91c5e71edfa2de10c000521f790683aa6ff3e229e3326ae929c8a20542f69e68f6c4e6363dd88cb017a512de8bad83b196b9b3bfe48281b252204a3c1f6ca7d79b0ee9a7c48ec7646412be66244fbbd5feab43e5f5abeee90bb,(817) 818-5980,"Business Hours: Tue 10:00-19:00,Wed 10:00-19:00,Thr 10:00-19:00,Fri 10:00-19:00,Sat 09:00-18:00","Sporting Goods Sales, Food & Dining","['nrqjgksa@mailparser.io', 'aaron.barham@ridenow.com', 'lgalbreaith@fps-us.com']",
Food and Beverage,In-N-Out Burger - N. Tarrant PKWY,"2501 N Tarrant Pkwy Fort Worth, TX 76177",,(800) 786-1007,,"Food & Dining, Fast Food",[],
Food and Beverage,In-N-Out Burger - Midway Rd.,"12909 Midway Rd Dallas, TX 75244",,(800) 786-1002,,"Fast Food, Food & Dining",[],
Food and Beverage,In-N-Out Burger - N. Central Expy,"7940 N Central Expy Dallas, TX 75206",,(800) 786-1001,,"Fast Food, Food & Dining",[],
Food and Beverage,In-N-Out Burger - North IH-35,"1437 N Interstate 35 San Marcos, TX 78666",,(800) 786-1023,,"Food & Dining, Fast Food",[],
Food and Beverage,Lipsey Ranch,"12369 E US Highway 79 Oakwood, TX 75855",,(903) 545-2229,"Business Hours: Mon 09:00-17:00,Tue 09:00-17:00,Wed 09:00-17:00,Thr 09:00-17:00,Fri 09:00-17:00",Food & Dining,[],
Food and Beverage,Team Mancuso Powersports 59,"10430 Southwest Fwy Houston, TX 77074",https://apis.elocal.com/tracker/track?q=15eada8b7ec0d265af5128a6865bce0446b4621bdb8ea58c31b59294c688e5165c9ca3cdb5739688a7c40fad764572c5040318756b659fbce5c2d16337f1a736b985ca952e38990def0383a0148e5dc813ec6a4ff213f54441d4ae4452959beead9d4afa3da48756bfc19e576b36fdfb711974c0118827187305ef81467d4a6a44222246cb3c09f677b654058dde37c703383f2b0b23e6a7b01878a6b5575bcd1ac6865b4037a52caf8733169383a7fc977409f6e394ddb6589f01b8a04fda975af4fb0435d536bf386573948079e26b68b599a35798fde070575a47cd4d944979eb8a296d4b980850ce3c6f0281a3757b98e17b038b15f67f67a0d6502da4d4065acf4549300f15d3f59e4423982b9040a07a08c8850c2190ee1850308623b90f36e5e509dc0b0914c8852127b4a24f12278b8ad3c65bae5c0fbdb0d500590524b957fe53640c8aee0c000bfce33d56a36020ba307b51da91f5bc982163fa0865a9bf0b13fcec9d8decb46076531bc2dc7c1bc241d0eb2499f3b0091de7f1511257f310313168e20e218d7871a389b77fc5411658addcd8ac1135229d30f3368e81eef032348ab735f1a5525bf7cf62029d90a5c61ba4016c73b5a9205ea3f1dbf5419bbe18cfa72e37776c78f18c7665b64b8b9e985f6512297f69fcc8029d1c06053153c4427cebcedf3def6f73fcddfe7e467a9443c5bbcec898c6256d4ea403a36a8eb63b7b7978220317fa0c31c2f893eadd194c0d68008a857ebb56a20aad7e1bd6d8161e90172cb68a9404b2fb7c054c0b866954d0140a9552c678ad87dcb18c0bbd41a5f39f750904bd2e4c9dd5cfaf35f15e03eaeb4049dfc6c17ddb8890114330dd5803c3f66d348c3f9cd0c8c2c1908df81048f0e3a2d544dc3cd0fa7961a7e3904f60fbea69909212bc9f136081b49fe4d1b3a0af931b1d6a7541ae1418981207ed79c4d137967d8fe7,(713) 510-3701,"Business Hours: Tue 09:00-18:00,Wed 09:00-18:00,Thr 09:00-18:00,Fri 09:00-18:00,Sat 09:00-18:00","Artists, Food & Dining",['eduardo.rivera@mancuso-hd.com'],
Food and Beverage,T&M Motorsports,"8011 Cerezo San Antonio, TX 78250",,(210) 773-0284,"Business Hours: Mon 10:00-17:00,Tue 10:00-17:00,Wed 10:00-17:00","BMW, Food & Dining, Professional Services",[],
